sgRNA,Gene,Ts13.initial,Ts13.final
167179043,TCP10L2,794,910
30971342,RNF135,1562,1485
55267864,HLF,1598,1415
12917806,PRAMEF7,1308,1944
34623996,ARID3C,760,691
203798023,ZBED6,1140,1486
146909053,TTC29,834,1016
57346603,P2RX3,1362,1363
5069087,JAK2,2431,2879
144365377,ARHGEF5,3514,1536
47304946,TNS3,1520,991
41344529,FAM3B,976,980
177050499,TBL1XR1,1516,1460
47249030,SKOR2,2840,3742
30202712,SULT1A3,473,519
199938980,TYW5,1222,1068
117989442,IL10RA,2249,2374
49220808,MLNR,1392,2638
10335298,ICAM3,450,498
51471350,SLC4A8,2228,1899
105105517,KMT2E,1406,1640
99506220,ZKSCAN5,1301,1766
2225411,MAD1L1,696,456
145241698,PPIAL4D,414,323
2475777,GRIFIN,1214,1306
189667353,ASNSD1,749,535
6846170,OR10A5,990,1443
31800807,PAX6,680,537
111974952,DIXDC1,2501,2912
46833314,MEP1A,1599,1389
108155053,SLC25A24,1861,2141
27820570,PBK,1410,1382
89014586,GBP3,2205,2764
78790719,ADAMTS7,1552,1249
129315689,H1FX,1463,1900
120626816,C1GALT1C1,1227,1238
67584569,GSTP1,2099,2307
69101866,ARL6IP5,2296,3431
161086240,B3GALNT1,1361,1699
248406269,OR2T1,1791,2010
15528756,OR11H1,1705,2237
76573289,ST6GALNAC2,2063,2205
144267736,CTAGE8,2031,2702
76330599,PRPSAP1,726,639
75053613,ACYP1,665,1029
121124469,CPED1,629,994
118817394,SEC24D,1444,1562
110468988,SVEP1,2151,3395
,Non-Targeting_Control-N13,2242,3388
75683580,TTLL5,1304,1332
67532855,PITPNC1,776,914
141409149,PCDHGB6,2694,3074
152787365,LCE1E,1916,1434
53235027,OPRK1,1270,1345
44715515,B2M,1735,2128
100860183,SLC12A9,671,484
6210152,C11orf42,519,611
27921761,SCARA5,2212,3139
81259745,BCO1,2606,2226
219559470,OBSL1,1667,1738
144723223,ZNF251,471,707
157571179,PQLC2L,1581,1762
139472729,RAB33B,1162,1200
73402065,SDK2,1906,1667
42926675,PSG7,1303,2045
4246260,TMEM128,1705,1783
38828348,TLR6,1685,1390
44236978,ICOSLG,543,539
204201735,GOLT1A,2375,2410
68700410,TMX3,2877,3393
58089168,DYNLL2,784,708
109729755,PLA2G12A,1443,1356
121048365,GLUD2,768,786
124912589,UBC,1721,1888
233713245,UGT1A5,1911,2133
103066359,SLC9B2,1060,1499
57616055,MSI2,2154,2506
11022945,PHF14,3079,4050
51587255,ZNF175,947,928
55536062,SBK2,1428,1785
150999457,FAM63A,1048,1040
90358940,ZNF774,1845,2459
141371287,PCDHGB3,1767,2344
112827149,CD200R1L,1518,1880
34246709,C6orf1,3007,4300
119026677,SLC37A4,3271,3859
,Non-Targeting_Control-N154,3931,6353
37480744,MFNG,2555,2654
73387694,ANXA7,2281,2683
35787016,CLPSL1,1376,1212
10419062,KLRC3,798,934
49506557,NGFR,1488,1462
,Non-Targeting_Control-N749,2791,3968
142772373,HIVEP2,920,1595
75530195,COMMD6,1384,2109
169870318,SCYL3,957,921
75106538,NEK9,1269,1445
107981670,TEX13B,1292,1231
53305983,C12orf10,1742,1917
10390480,MARCH6,1218,1593
21350646,IFNA6,1570,1640
28697055,GMEB1,616,963
232806223,MAP10,828,1248
84687756,SEC11A,1746,1250
125232626,RABEPK,1201,1512
49133808,PPFIA3,729,766
99548173,FAM200A,654,863
143286518,TMEM139,2038,2219
63961629,HTR1A,1496,1400
26632033,ITPR2,661,1061
46753878,ANKRD66,1524,1469
159282786,WDSUB1,868,531
28256334,PAN3,2311,2631
135287724,ZNF75D,604,894
101422363,RFX8,1968,2372
33936850,RXFP3,578,571
52832974,GSTA5,1829,3027
31838841,DEPDC5,1876,2577
39982766,IDO2,791,885
17801728,RAI2,2134,2815
44139491,TMEM63B,1699,1707
1399807,GAMT,1603,1923
174046804,HMP19,2488,2777
6653453,ZNF316,1404,1438
,Non-Targeting_Control-N650,2867,4414
19117232,TWIST1,1019,1429
119577654,TIAL1,1718,1696
20589863,IFT88,2232,2698
6464375,TNFRSF25,2115,2195
11850979,CTSB,797,1328
108303290,TNFSF13B,1474,1309
84211047,CDHR1,2024,2056
53952146,LRRC42,1406,1471
2475827,GRIFIN,578,347
111236149,CHI3L2,1096,1529
142613930,ARC,3106,1732
9629638,TAS2R1,1435,2066
36122425,LMBRD2,2294,3138
58694588,NPEPL1,979,1469
42555061,SERHL2,3007,1466
15400805,MPV17L,2011,2193
101054327,TBC1D8,2145,2417
35663391,ARHGEF39,1058,975
56747010,PRIM1,2140,96
111410296,DCX,1562,1698
12184904,NUDT5,848,759
35620248,FKBP5,449,588
169767964,ACTRT3,981,666
40702628,ADCK4,1624,1482
56565155,MT4,1400,1593
85664189,CREBZF,1141,952
68250379,AMZ2,1396,1220
93904528,GCLM,2795,2421
23042550,PSMB11,853,828
31333687,DSG1,779,837
33018692,BPIFB2,1192,1406
24156174,CABYR,729,690
42980053,PTGES3L-AARSD1,1096,706
79032722,DMGDH,820,710
42300064,PAFAH1B3,463,568
112961112,OAS3,951,1539
93259286,WNK2,2805,3852
45227680,EXOC3L2,1374,1574
68231263,TMPRSS11B,2999,3224
31742900,MSH5,2610,2414
7044809,LAMA1,1300,2180
80267135,FGF5,2173,3189
3883064,CAMKK1,1624,1468
39331699,C9,2006,3068
44654989,TMEM53,975,747
102437276,IL18RAP,768,642
22888191,IGLL5,2255,3468
67181374,SMAD3,1606,1520
34952015,CCT6B,2248,2356
94857382,SLC44A3,2689,3341
141489597,PCDHGC5,1376,1994
152836472,P2RY1,2126,2814
52820701,ITIH4,2317,2858
63566400,REEP3,604,846
39742972,GRB7,2480,3579
107487642,KLF4,1900,1995
51645832,SIGLEC14,1099,1122
50162744,IZUMO2,1195,1427
73242128,KHDC1,2169,2097
7825421,OR5P3,1374,2424
70126171,MAMDC2,1431,1436
202333259,UBE2T,2546,2340
112811297,AMOT,778,1400
64219726,ZNF735,779,877
74245188,VSX2,757,966
100057728,ZSCAN21,633,629
28236249,ATPIF1,1704,2268
39788321,BMP8B,1030,1406
9920426,SLC2A9,1190,1066
85631757,TMEM126B,1334,1013
127426177,PROC,1092,1080
43463164,LYPD3,1515,1832
34493542,ELF5,1778,1517
63411537,VPS4B,881,1466
149751455,COMMD2,1624,883
108200039,SLC25A24,2206,3071
186932812,PLA2G4A,2415,2779
141980179,RNF14,1365,1238
7816030,AFAP1,966,1274
,Non-Targeting_Control-N794,3125,4820
157587516,FCRL4,1316,1682
116893027,CAPZA2,887,765
42273260,TMEM87A,737,934
102489127,ACTR1A,1878,1266
104796715,HACE1,1248,962
902090,R3HDM4,847,828
34858840,UHRF1BP1,1933,2455
65794142,OVOL1,2394,2884
28339214,PNOC,1935,2415
108470706,GCC2,1856,2536
31133420,INPP5J,2173,2559
37957036,ZNF25,1141,1104
38014945,TBC1D1,1833,2687
157259240,GALNT5,2174,2462
210002736,RPE,544,188
113297887,RNF183,1964,2543
57841388,ZNF587B,2089,2515
7141682,INSR,3620,3700
53227432,RARG,1379,1500
20005820,MATN3,1687,2120
3530131,TRPV3,552,578
57246876,STAC3,1187,733
37753127,EPHA10,1615,2204
89052048,SHC3,3227,3292
50602302,FAM65C,1700,1654
202965970,CYB5R1,1323,1419
40457030,ZFP69B,1138,1211
,Non-Targeting_Control-N317,1674,3083
151251282,RBM43,880,991
39944143,LRRC3C,1976,1500
55665767,OR4C6,1371,1810
95026253,KDM4E,1215,1354
21302521,RPGRIP1,1276,1364
106494937,EFNB2,30,92
62130219,LSM14B,2111,2079
,Non-Targeting_Control-N454,1404,2259
27677093,PPFIBP1,741,824
70249145,CSN3,1160,1485
129807208,TOR1B,1227,1399
14759288,NPIPA2,2027,1651
236537556,LGALS8,927,1344
74631773,ERICH3,686,907
124966672,ZRANB1,1254,1288
41813379,CCDC134,1044,1777
146304747,GRM1,1626,1965
123267256,CDK2AP1,1161,771
37796059,CYBB,1296,1672
17909311,LCORL,2055,2151
69354553,GFPT1,766,658
88149933,RAB38,1059,1236
77043181,E2F7,2531,1728
34435296,SPTSSA,1353,2091
16127467,RAB8A,2469,1948
22249080,ST8SIA1,1248,1612
6251343,GPR153,2484,1887
16239770,SLC15A5,647,468
37024427,SUPT20H,2796,2040
7665093,CAMTA1,602,470
27659186,SCARA3,2289,2626
220881293,HLX,1841,2898
22482588,C2CD5,1570,1855
1181266,TMEM74B,1088,1522
66137186,TRIM55,1195,1824
52771138,ZYG11B,967,834
492636,TDRP,2497,3047
85582165,CYR61,2228,2952
107683275,SLC26A4,3859,3974
101376988,NALCN,1971,2484
210404522,HHAT,1188,1070
19219464,LOC388436,1125,356
52291864,GLYCTK,1779,2078
152843584,LCE6A,2542,3837
18585967,NSUN6,1123,1115
225581964,NYAP2,1191,1057
63644219,STMN3,1060,1174
60779671,PAPOLG,2087,2860
201638994,TMEM237,1384,1570
47157534,IER3IP1,2008,1414
241604388,OPN3,1114,1514
14525503,GRIP2,2312,2053
66437792,MEIS1,533,713
62753094,ZBTB3,1287,1284
63510495,LGALS12,1413,1775
44140762,MYL7,2144,1593
83959273,OSGIN1,593,612
44287585,AIRE,1287,1939
149932756,CXorf40B,1827,2201
443889,ZNF721,2016,2599
176222359,ASB5,3243,4775
8640481,TRIM66,1368,1840
17803919,DCAF16,1463,1264
117675915,NUS1,2272,504
106939937,GUCY1A2,2195,2348
70998144,DCK,1053,1721
71358839,CALB2,667,1129
69935403,MXD1,1773,2077
151476626,SLC36A1,2229,2857
62426563,METTL2A,2180,2614
143020977,LY6E,1072,1208
42268202,TRERF1,804,1020
43287606,TGM7,612,446
47674461,CORIN,2915,3607
132192837,DPYSL4,856,896
111296351,COLCA1,702,954
103947688,PDGFD,1126,1351
564694,PRR35,1807,1190
156592154,APOA1BP,1531,2033
26300938,UBXN11,1045,872
111854064,TRPC5,1005,1350
181565438,CERKL,1929,2654
131447159,PRRC2B,2501,2773
41160545,KRTAP4-4,1531,1049
63652778,SNTN,1308,1871
247895955,OR2W3,1156,1750
53811220,NLRP12,1848,1635
130437056,RIMBP2,879,1112
35731045,UNC5D,2257,2974
37297618,CYTH4,2046,2190
32254167,SLC5A4,1858,2380
122477730,OR1J1,1180,1434
63236173,BIRC7,944,930
28738161,NEK8,1817,2092
75745890,ACADM,750,1239
1627310,MIB2,893,778
70832689,LARP6,1993,1522
113660270,KIAA2018,989,888
49483658,C18orf32,1359,1561
75581304,POLK,874,1226
110901562,BBIP1,879,1167
77607278,PTPN12,1158,1123
20601378,SLC6A5,674,982
5196923,AKR1C4,1897,1950
196660806,NRROS,653,435
27273047,RASL11A,1068,1257
85697534,GNLY,2122,2475
92606349,KIF11,1664,88
58403285,OR5B3,1161,941
131723471,CPNE4,1572,1893
102968602,CDC42BPB,1231,1160
113581982,HABP2,866,857
62826212,COL9A3,1895,1392
151213862,P2RY14,548,846
42828907,GLTSCR1L,1485,2103
58507907,OR5B21,812,867
30215628,CLDN8,2019,2234
150283513,CIART,995,1418
116861852,RAD21,2135,614
55958541,PMEL,851,1031
50674020,SNX20,2304,2287
57927693,ZNF418,887,963
106928419,CLDN2,942,1071
108470775,MYH15,1648,1709
94541591,F3,1000,1029
115301872,ATRNL1,1201,1639
108459076,NBPF6,1522,1604
,Non-Targeting_Control-N613,2153,2848
41734329,HAP1,865,1396
71570682,DYSF,2294,2440
240525798,ANKMY1,1545,1793
36174787,SOHLH2,840,634
63836964,SMARCD2,744,959
58067181,ZNF135,2159,2256
8288848,RANGRF,1215,1661
151969684,GABRE,2432,3761
95154391,PLEKHF2,3778,4868
73718686,RAB6A,1740,2167
77340705,PAK1,1610,2285
136509132,HTATSF1,1084,384
6266703,F13A1,1166,1284
11658600,FBXO44,1143,1331
47122296,SETD2,765,844
76877693,S100Z,531,775
206393558,SRGAP2,1511,1217
185083404,C3orf70,1059,1100
151519119,CGN,1743,1719
197200089,ZBTB41,1508,1701
66927744,LRRTM3,1294,1670
25301035,RHD,1901,4782
30718672,KRTAP21-3,2941,3166
13977210,RNF182,990,1182
68303756,FOXD4L3,924,198
43287292,TGM7,1264,1182
11949040,ZNF700,1600,1947
130893682,QRFP,2355,2658
31909849,TTLL9,2601,3485
236017213,NID1,2441,2078
131165164,HINT1,1634,2815
3757104,ITGAE,1874,1277
7789690,NANOG,1367,1489
20624755,HS1BP3,1330,1595
8751389,NXPH1,2296,3070
180529384,CNOT6,1289,1616
81073213,RASGRF2,1052,1032
47235671,PCED1B,1824,1693
117120823,TRIM45,1538,1494
26465535,HPS4,351,352
4114927,ADCY9,1023,1515
25221532,AQP8,1528,2271
157671752,C5orf52,554,511
49070700,KCNA7,1640,1526
4946716,OR51A4,1375,2036
31878017,PDE1C,969,1222
43595965,CKMT1B,2457,2179
86560246,CLCA4,1753,2282
234058899,SPP2,747,634
170046732,KIFAP3,1589,1727
173186710,TNFSF4,1925,2561
201258356,CASP8,1780,1624
158751999,SYTL3,580,718
46613699,PIGF,809,1612
38107885,BAIAP2L2,2068,2171
35053289,FAM177A1,1500,993
129105238,ISOC1,1994,2578
29654686,NF2,745,857
41584261,KRT14,2193,1876
59352443,FAM13C,1361,1591
132217323,P4HA2,3788,3921
34794717,ACTC1,1763,1861
27950297,LINGO2,642,685
174481755,GPR155,2322,2285
35937904,LYZL6,737,675
123570959,TRDN,1855,2035
28734941,NEK8,2085,2735
108157552,SLC25A24,1152,1259
44527381,TSPEAR,1186,1212
149012251,PDIA4,580,538
12319591,ZNF563,958,1195
152566140,LCE3E,1299,1749
85574316,SNX14,1389,1281
603786,HCN2,883,558
19725675,TMEM196,1441,841
42317679,IKBKB,1602,2015
67482809,AGRP,1223,2054
122527042,OR1N1,1377,1944
60888611,RHOBTB1,2170,2647
51342588,CELA1,1699,1549
137142143,GRIN1,899,1249
26135728,HS3ST4,1135,1281
50523923,SCO2,644,116
41160407,KRTAP4-4,1117,1397
88139989,ZNF654,847,611
99288092,LPPR4,608,665
118046042,RAB11FIP2,1473,2041
42314307,TMEM145,474,448
36336231,KIAA0895,2709,1966
122798128,CCDC62,1105,1475
21184411,DHRS7B,2229,2346
201058472,CACNA1S,1550,1406
123977208,OR10S1,984,1556
25770074,SLC17A4,2987,3282
86734669,SH3GLB1,1498,1725
161802229,ATF6,2001,1612
149913590,SV2A,3322,2847
,Non-Targeting_Control-N2,2743,3378
99420782,ADH7,1380,1192
109836032,RRH,1457,1690
6378462,MED10,1479,408
194360764,LRRC15,1940,1752
50544631,USP50,1546,1404
234374384,COA6,1063,369
6697304,PIANP,2429,2890
60397953,MS4A14,2185,2884
56950239,COIL,2072,1716
2028167,GABRD,1124,795
19965576,CXorf23,903,1221
86704959,SH3GLB1,2451,2413
34886588,AQR,1232,107
17291948,TBC1D5,797,773
24251815,SPATA13,683,516
82019858,STRA13,2605,2236
77054200,TSPAN3,1339,1650
78255951,MAGI2,2026,2572
15936508,FGFBP1,1243,1706
,Non-Targeting_Control-N458,2107,2617
4639853,OR51D1,1983,2917
15211357,TTC39B,1470,1815
20204229,SDC1,1951,2146
68945771,SPESP1,1994,2078
96651390,AAED1,1012,767
46534018,DIP2A,1061,1257
60066366,HEATR6,1183,810
248681832,OR14I1,2078,2710
70121929,COL19A1,787,770
21911645,CDCA7L,2217,3709
31226593,NF1,1039,624
42845065,AOC2,2292,2014
19106379,SLC25A42,1676,1801
68817986,ARHGAP25,2518,3266
18173553,MRGPRX4,1348,1675
92706721,C12orf74,659,787
37749822,ERLIN2,1025,1265
37241588,RAC2,3580,3584
54074836,TARM1,1838,1546
75771898,CCL26,3384,3505
150406288,CD74,1847,2216
42411559,NFAM1,2768,3583
37843975,ANKRD54,795,1217
197462577,COQ10B,1335,981
150231890,ANP32E,1621,1861
144232461,OR2A42,2607,1006
18589008,C19orf60,600,340
67200286,ELMO3,1673,1473
50839620,WFIKKN2,2001,1879
40792560,SLC25A17,1142,1345
47187392,PDZK1IP1,1829,1858
797692,PANO1,2505,2360
45499091,PPM1N,2059,2466
90976737,PRC1,1194,245
7416775,DEFB4B,1226,1339
105195586,IL1RAPL2,2021,2769
187380496,CALCRL,933,812
21503238,METTL3,2526,1572
15651324,TRIM16,935,1537
62231265,KIAA1468,1288,2275
107720937,SCML4,1290,1384
9905111,RCVRN,1307,1157
5361159,PLGRKT,866,1233
20556988,RNASE9,579,244
46373215,CCR5,1404,1054
87152193,FAM35A,2431,968
104741230,ADSSL1,1944,1337
143867899,EPPK1,778,1244
139283164,UBN2,894,978
153445011,TREX2,323,320
,Non-Targeting_Control-N284,1824,2774
73619328,ACOT6,2254,2339
97114278,KLHL32,1279,1785
81720777,HGF,1408,1690
78972692,LGALS3BP,622,968
66841088,SGK3,2801,3722
56814916,C17orf67,747,783
125082244,SLC37A2,801,958
165649922,MGST3,2030,3001
29672073,SSH2,1949,1390
10545442,MYH2,646,492
56121258,ZC3H10,1469,1594
,Non-Targeting_Control-N46,2853,3657
31462693,ARMC5,1549,3225
48851842,OCIAD1,572,870
29767470,UQCR10,2812,591
,Non-Targeting_Control-N597,1955,1981
51895258,IQCF1,2393,2878
170501211,SLC7A14,1952,2436
92555890,RIN3,1192,1137
52746806,NEK4,1810,2049
124681409,SPA17,1058,1448
36166552,SKP2,888,180
39965912,MFSD2A,2118,1542
110640909,TMEM232,2412,3116
76256485,FAM47E,974,1036
42751941,CCDC13,1963,1509
10957052,C1orf127,2027,2438
175683631,HRH2,3405,4151
72810521,TYW1B,686,514
63202946,YTHDF1,670,883
91874243,MTERF1,564,648
151218754,ABCF2,1158,1268
32183959,AGER,2509,2711
19202395,NR2C2AP,1066,226
69320728,GALNT16,1441,1936
65732764,DENND4A,1184,1322
31506302,MICB,2407,3125
61416437,CPSF7,1095,706
39995130,FAM83F,1145,1130
14056787,PALM3,759,720
729798,DNAAF5,2534,547
7631308,SHBG,1431,1740
85465379,CA2,1844,2578
64287861,GPR137,827,799
52649078,KRT2,2138,2250
54716620,TTC4,545,391
202310223,LGR6,618,972
75950933,IMPG1,938,815
17724201,MAP1S,1449,2592
5696636,TRIM22,1323,1067
109789515,MAN2A1,1631,2627
21440875,IFNA1,834,895
226223831,MIXL1,1650,2194
50286580,LSMEM2,1216,778
562293,RASSF7,1740,1779
218782369,CYP27A1,1351,1298
18880343,CERS1,2221,1393
38267902,PPAPDC1B,1961,2071
57382316,CX3CL1,2048,2654
50823847,TFAP2B,1585,1974
78080725,GIPC2,2099,2149
43421293,SIK1,331,632
206116191,AVPR1B,2223,2224
99719545,FRRS1,1074,963
108138973,ACAT1,1293,1341
37485592,CELF4,1182,1712
63646539,ATL3,590,666
39043004,APOBEC3F,2068,1734
33425595,UBP1,2248,2658
21703411,YPEL1,1275,556
57653038,PMEPA1,760,696
55939274,DGKA,1378,1154
20994260,LZTR1,2322,4927
2020032,NPW,829,875
168305135,TBX19,996,1446
8905305,USP7,2163,519
5499309,CALML5,487,441
52763538,NEK4,1542,2075
113911194,DCLRE1B,2338,318
108347012,LACE1,1627,1755
141907208,MAGEC1,2007,2555
24621050,GGT1,712,882
20114966,TRMT2A,947,524
31318720,EVI2A,2884,2893
59023894,TUBB1,1828,2299
134408241,RXRA,1623,1505
128335553,FBN2,621,683
105352393,PACS2,2206,2135
65947744,TSGA10IP,1551,1679
66682156,SGIP1,1772,1607
1352475,IL3RA,1815,1986
64935075,GPHA2,1435,1380
57320494,PRIM2,1198,401
99572464,ZNF655,1940,2146
76736402,SRSF2,1005,1049
59970966,DIAPH3,1442,2067
133797799,VAV2,1947,3272
37506332,CARD10,2665,2558
34937555,DNAJC21,718,1270
111142189,PAK3,844,1099
136668596,EGFL7,1703,1171
44528546,TSPEAR,1720,1345
92797602,GOLGA5,1510,889
46742933,PRSS45,817,853
118573896,DOCK11,2627,3191
1764125,MAPK8IP3,952,923
2845727,RPS4Y1,1068,1872
17628519,PDGFRL,1936,1784
,Non-Targeting_Control-N128,3057,4900
197902909,C1orf53,1589,1784
147878848,SCGB3A2,1705,1159
1309783,PUSL1,1103,866
112817804,SNX30,1736,1084
94664176,PEG10,1597,2184
35753195,LIN37,2857,2651
124870276,ROBO3,1326,1776
23019910,KDM1A,923,492
36091648,ADPRHL2,519,523
141838042,PRSS37,2708,2894
107959301,LAMB1,815,1141
170798065,ERICH2,591,605
51806908,NRD1,1136,273
119675197,PVRL1,843,892
,Non-Targeting_Control-N920,3432,5206
66813872,C8orf44-SGK3,640,763
95983984,HAL,2515,2848
135095976,OLFM1,1466,1016
46021408,XCR1,801,868
202442466,PPP1R12B,887,1160
113932319,HTR3B,1614,2088
216283650,MARCH4,1811,2395
50194821,COL1A1,1700,2441
118687945,METTL14,1563,607
108209664,LIG4,1129,1153
407523,SIGIRR,2397,2405
17301786,NUCB2,3086,3553
,Non-Targeting_Control-N163,2726,3988
103676703,MORF4L2,721,1112
8294566,SLC25A35,1768,2716
172445106,C1orf105,1769,2162
676802,RHBDL1,1592,1455
73959627,DNAJB13,512,317
32492410,DDX58,2193,3054
158331042,CD1B,1043,907
10284275,ICAM1,1946,1670
57039262,MYO1A,565,1093
93574944,SOCS2,1468,2223
151167313,GBX1,1187,1575
89185511,ABHD2,927,663
113268431,BOC,736,967
25277262,PYGB,1648,2121
68670068,UGT2B15,1147,1004
28413127,ZCWPW2,933,528
37127248,ZNF420,634,1147
75077558,NMRK1,1897,1754
12428785,FAM86B2,714,756
30636735,SLC35E4,219,168
73998544,CXCL5,1450,1656
29462374,OR2H1,732,949
40115674,LRRC4C,2150,2852
141973399,TAS2R38,1051,1318
38185073,TBC1D3,1761,302
122980624,ARL6IP4,1172,896
100489344,NYAP1,1000,1072
89483104,RHCG,2039,2221
109851662,LRIT3,890,1030
9980659,CLEC12A,1565,2006
45855268,ACOT8,1045,1100
120099138,RAB35,1344,1701
153360660,S100A9,1065,1817
57475591,DOK4,932,996
3783860,MATK,2883,3309
55551711,OR6C4,2282,2621
114254915,VWA2,1022,1004
42409585,UBASH3A,1953,2562
199955866,C2orf47,942,647
41440473,KRT38,1030,1583
24150233,RNF31,1877,2505
22209837,EBLN1,1582,1953
121356128,STOM,944,1683
39194231,KCNK5,1238,884
108662074,CORO1C,1651,1538
31996724,XKR7,1346,1478
63931340,CD79B,889,1040
23603684,CST9,2978,3585
46696568,EFCAB14,943,1453
55839080,OR5D16,1410,1700
17233630,VIM,632,838
53581749,ZNF217,436,271
43387518,HNRNPF,819,378
23962587,NR1D2,2643,2981
144200498,MROH1,641,550
178206827,HNRNPAB,1597,1027
14441429,PKN1,689,904
101308453,RNF149,530,179
19328765,EPN2,562,890
122826844,FGF2,568,508
21916827,CDCA7L,1860,2974
93186296,TMEM251,2194,1971
231767169,DISC1,1242,1766
16168681,MSR1,1486,2074
67665031,ENKD1,2107,1565
183897868,RGL1,1911,2435
,Non-Targeting_Control-N165,2923,3521
56023685,IKZF4,1540,1460
74505928,CNDP2,770,758
55940430,DGKA,675,1131
7627036,SAT2,1126,911
39100991,PAPL,1505,1550
132632846,LRRC6,1699,1392
113188394,FKBP15,1571,1893
89875840,TRIM64B,1161,972
143319834,CLCN1,2122,3061
18596237,DTD1,605,516
21421066,ZDHHC20,1416,1279
93359893,MYOF,2052,2187
34385509,SMIM11,1004,1313
120913417,TRAF1,1074,949
14073598,LOC113230,1084,1097
102127082,TCEAL2,1047,1453
39159507,TRAPPC6B,875,844
35871326,APLP1,850,542
133625503,FRG2B,587,383
17577563,LAP3,1694,1517
104887134,CEP170B,1245,732
19447466,C22orf39,2390,3230
35766863,PROSER3,1099,1688
12133621,ZNF20,933,1330
3025774,THOC6,1939,1554
182666953,RGS8,2236,2484
39837806,FBL,1873,23
4792777,FEM1A,1023,680
23290315,R3HCC1,154,69
105373604,FHL2,1869,2698
150330696,ZBED6CL,1424,1486
124919916,HEPN1,1163,1608
10849406,PRR4,811,1145
19544343,CILP2,1538,1239
10674715,C8orf74,693,1235
62355427,USP15,890,961
99672633,CYP3A5,1136,539
214386847,PTPN14,1012,1180
87148818,C9orf170,2471,3311
21634602,OR10G2,2285,3554
76175828,SCARB2,1669,1847
1475235,C19orf25,2748,2923
74357977,VRTN,604,927
194397882,GP5,508,588
38674113,C17orf96,597,778
54058412,VSTM1,790,796
10224775,S1PR2,1063,968
55435918,TBPL2,667,482
158606758,OR10Z1,1099,1558
121822556,CCNA2,850,206
56074695,SUMF2,653,586
111131446,DRAM2,1147,675
161346236,SPTSSB,688,826
90266331,NGRN,685,213
44292788,C10orf142,1174,1384
66624791,RBM14,1877,506
128179220,CIZ1,1414,1087
136791396,TMEM141,2411,2079
69218349,FRMD4B,637,661
48940952,ARF3,1278,1231
10986314,TAS2R50,718,996
18967845,POTEM,951,580
121177391,P2RX7,1781,1951
74230371,PPME1,1120,1137
207469852,CR2,1135,1132
179576884,ACTL6A,2784,1945
99729440,LYSMD4,824,834
163350760,NPY5R,2045,2696
49963508,AQP5,663,463
10293238,ICAM5,2242,2345
53860219,IL17RB,1052,1452
211673624,NEK2,2119,1508
160370806,NHLH1,1645,2754
63414127,ALG6,816,512
100339931,NIT2,817,860
70415684,CTTN,837,703
4741018,AK3,2012,1278
90403887,CALM1,1717,3396
102779607,MMP10,594,248
100676796,GNB2,2214,1756
110452720,RGAG1,441,277
32931395,SYN3,740,998
44014425,TMEM101,1295,1170
53941518,CACNG7,831,784
11453773,E2F6,1639,2315
171114058,FMO3,2744,4416
29033122,EPB41,678,892
72160008,FLJ44635,857,1004
133968527,C5orf15,1227,807
6171875,L3MBTL4,624,900
94500271,TBC1D12,2860,3208
6013973,RANBP6,2189,2954
9684184,TBL1X,1711,2180
47310318,GDF10,1458,1947
84440559,HDX,1139,2118
64992690,ERV3-1,2080,2988
138235069,ARMC8,2677,2560
68468715,C8orf34,1201,1617
103530047,TRMT61A,968,1272
161051448,ARHGAP30,2331,2481
46312387,CREB3L1,937,1236
50925292,METTL7A,2549,2580
30899476,CTF1,817,1353
28339054,PNOC,2302,3012
49128906,PPFIA3,1037,742
57770545,KIFC3,1364,1790
36154436,EEPD1,2690,2828
31695547,PPP1R17,945,1047
54549885,VSTM2A,771,1190
22006958,CELA3A,1465,1196
248917419,PGBD2,1486,1076
30741226,OSBP2,2856,3107
56693127,ZNF280D,1417,1936
203955682,ICOS,903,1006
117203157,TAGLN,650,850
168215142,TENM2,1002,1332
104457525,CHST11,1804,2071
11576499,ACP5,2460,3275
44213854,DMAP1,1791,1981
16428343,TRPV2,2227,1778
33949237,LOC400863,1329,1310
35606846,TESK1,930,990
196885637,SENP5,1906,2168
105178167,SORCS3,1317,1182
107865723,FAM155A,1549,1889
,Non-Targeting_Control-N443,1590,2387
116627718,RSPH4A,936,1333
23688945,CST4,2048,3175
31465631,DEFB124,2524,2724
17103041,PADI2,604,411
94242323,PPP4R4,1726,3084
108407103,C11orf65,2063,2563
196830513,CFHR1,1226,2141
51144674,SIGLEC7,1291,963
21516648,SKIDA1,644,915
19118383,PLIN2,1085,1497
48918875,CCDC65,1231,1381
155508970,CNPY1,2450,2740
81262169,BCO1,2392,3059
