sgRNA,Gene,DLD1__Ts2.8_D0,DLD1__Ts2.8_D10
DMRTC2_E2_113.4,DMRTC2,996,1025
DMRTC2_E2_113.9,DMRTC2,1432,1196
DMTF1_E12_110.10,DMTF1,3563,4591
DMTF1_E12_110.2,DMTF1,1949,2161
DMTF1_E12_110.3,DMTF1,2868,3555
DMTF1_E12_110.5,DMTF1,1265,1826
DMTF1_E12_110.6,DMTF1,512,648
DMTF1_E12_110.8,DMTF1,1363,1572
DNAJC1_E11_449.30,DNAJC1,1418,2067
DNAJC1_E11_449.37,DNAJC1,2261,2519
DNAJC1_E11_449.48,DNAJC1,1134,1559
DNAJC1_E11_449.65,DNAJC1,1883,2427
DNAJC1_E12_33.0,DNAJC1,1650,2172
DNAJC1_E9_114.14,DNAJC1,3827,5126
DNAJC2_E13_71.0,DNAJC2,1524,1264
DNAJC2_E14_101.1,DNAJC2,3695,2857
DNAJC2_E14_101.2,DNAJC2,3420,3102
DNAJC2_E16_155.0,DNAJC2,1407,1916
DNAJC2_E16_155.15,DNAJC2,1795,2618
DNAJC2_E16_155.5,DNAJC2,1223,1810
DPRX_E2_132.0,DPRX,2028,2110
DPRX_E2_132.10,DPRX,668,160
DPRX_E2_132.11,DPRX,2836,4493
DPRX_E2_132.2,DPRX,1439,1506
DPRX_E2_132.3,DPRX,2045,2824
DPRX_E2_132.4,DPRX,613,782
DRGX_E3_33.0,DRGX,638,702
DRGX_E3_33.1,DRGX,1107,1034
DRGX_E4_102.1,DRGX,424,523
DRGX_E4_102.3,DRGX,1371,1794
DRGX_E4_102.4,DRGX,1793,2156
DRGX_E5_42.2,DRGX,1447,1804
DUXA_E2_135.0,DUXA,1652,1903
DUXA_E2_135.5,DUXA,2679,3574
DUXA_E3_112.5,DUXA,1587,653
DUXA_E4_146.10,DUXA,633,559
DUXA_E4_146.11,DUXA,803,487
DUXA_E4_146.9,DUXA,718,861
E2F1_E2_88.2,E2F1,1118,1250
E2F1_E3_220.17,E2F1,714,1043
E2F1_E3_220.2,E2F1,716,879
E2F1_E3_220.24,E2F1,834,714
E2F1_E3_220.3,E2F1,1806,1970
E2F1_E3_220.4,E2F1,1699,1711
E2F2_E3_194.0,E2F2,2313,3171
E2F2_E3_194.10,E2F2,1481,1841
E2F2_E3_194.12,E2F2,1848,2430
E2F2_E3_194.16,E2F2,241,286
E2F2_E3_194.17,E2F2,340,309
E2F2_E3_194.22,E2F2,790,838
E2F3_E3_194.11,E2F3,1344,953
E2F3_E3_194.14,E2F3,1040,787
E2F3_E3_194.2,E2F3,1005,465
E2F3_E3_194.3,E2F3,831,608
E2F3_E3_194.6,E2F3,746,399
E2F3_E3_194.7,E2F3,1138,1073
E2F4_E1_87.4,E2F4,856,1018
E2F4_E1_87.8,E2F4,932,1226
E2F4_E2_110.1,E2F4,1131,1319
E2F4_E2_110.10,E2F4,630,640
E2F4_E2_110.8,E2F4,318,278
E2F4_E2_110.9,E2F4,786,934
E2F5_E1_87.0,E2F5,808,1035
E2F5_E1_87.4,E2F5,201,131
E2F5_E1_87.5,E2F5,937,1357
E2F5_E1_87.6,E2F5,1235,1829
E2F5_E2_110.2,E2F5,1521,2046
E2F5_E2_110.5,E2F5,1606,1827
E2F6_E3_194.0,E2F6,671,947
E2F6_E3_194.1,E2F6,1221,1576
E2F6_E3_194.2,E2F6,917,1055
E2F6_E3_194.3,E2F6,1036,1287
E2F6_E3_194.4,E2F6,905,1175
E2F6_E3_194.9,E2F6,1666,1808
E2F7_E4_115.1,E2F7,2616,2972
E2F7_E4_115.6,E2F7,714,689
E2F7_E4_115.7,E2F7,998,1158
E2F7_E5_291.5,E2F7,1488,1488
E2F7_E6_159.6,E2F7,1567,1519
E2F7_E7_113.2,E2F7,640,572
E2F8_E4_110.0,E2F8,3070,4849
E2F8_E4_110.14,E2F8,393,403
E2F8_E4_110.15,E2F8,987,1825
E2F8_E5_98.1,E2F8,2636,2940
E2F8_E6_162.12,E2F8,947,1174
E2F8_E6_162.13,E2F8,1750,2391
E2F8_E7_126.5,E2F8,880,1289
E4F1_E7_173.16,E4F1,505,188
E4F1_E7_173.18,E4F1,1252,571
E4F1_E7_173.22,E4F1,1358,709
E4F1_E7_173.23,E4F1,1227,1216
E4F1_E7_173.4,E4F1,737,164
E4F1_E7_173.5,E4F1,1203,464
EAF2_E1_67.0,EAF2,1313,1803
EAF2_E3_137.0,EAF2,1404,2046
EAF2_E3_137.1,EAF2,2639,3059
EAF2_E3_137.2,EAF2,2116,2778
EAF2_E3_137.3,EAF2,3044,3569
EAF2_E3_137.5,EAF2,1146,1277
EAF2_E3_137.6,EAF2,346,363
EBF1_E1_32.0,EBF1,1376,996
EBF1_E11_72.4,EBF1,1100,1501
EBF1_E12_51.1,EBF1,923,1141
EBF1_E2_157.14,EBF1,1145,1595
EBF1_E2_157.2,EBF1,1623,2382
EBF1_E6_69.1,EBF1,1803,2680
EBF1_E8_105.6,EBF1,1197,1415
EBF1_E8_105.7,EBF1,1421,1697
EBF2_E2_157.12,EBF2,1353,1535
EBF2_E2_157.13,EBF2,810,1109
EBF2_E2_157.2,EBF2,1381,2133
EBF2_E2_157.9,EBF2,1380,2151
EBF2_E6_69.2,EBF2,1589,2135
EBF2_E6_69.3,EBF2,719,878
EBF2_E8_105.2,EBF2,466,513
EBF3_E11_72.2,EBF3,996,1225
EBF3_E11_72.4,EBF3,471,713
EBF3_E12_51.0,EBF3,773,1049
EBF3_E12_51.1,EBF3,376,282
EBF3_E2_157.2,EBF3,1082,1302
EBF3_E3_64.2,EBF3,1275,1731
EBF3_E5_74.5,EBF3,1294,1740
EBF3_E8_105.0,EBF3,1469,2008
EBF4_E3_157.15,EBF4,1001,1324
EBF4_E3_157.2,EBF4,599,858
EBF4_E3_157.4,EBF4,886,1309
EBF4_E4_64.2,EBF4,1,1
EBF4_E4_64.3,EBF4,1,1
EBF4_E5_56.0,EBF4,680,835
EBF4_E8_82.3,EBF4,436,517
EBF4_E9_105.9,EBF4,350,434
EGR1_E2_75.0,EGR1,137,233
EGR1_E2_75.1,EGR1,502,674
EGR1_E2_75.2,EGR1,134,124
EGR1_E2_75.4,EGR1,945,1359
EGR1_E2_78.1,EGR1,1335,1805
EGR1_E2_78.4,EGR1,1029,1712
EGR2_E2_243.1,EGR2,315,414
EGR2_E2_243.20,EGR2,1132,1438
EGR2_E2_243.21,EGR2,1351,1473
EGR2_E2_243.26,EGR2,1825,1997
EGR2_E2_243.32,EGR2,107,111
EGR2_E2_243.33,EGR2,722,727
EGR3_E2_237.0,EGR3,513,537
EGR3_E2_237.1,EGR3,577,746
EGR3_E2_237.10,EGR3,1026,1340
EGR3_E2_237.27,EGR3,319,468
EGR3_E2_237.28,EGR3,851,850
EGR3_E2_237.29,EGR3,1099,1311
EGR4_E2_162.10,EGR4,957,1032
EGR4_E2_162.13,EGR4,467,634
EGR4_E2_162.15,EGR4,1175,1171
EGR4_E2_162.3,EGR4,1019,1242
EGR4_E2_162.4,EGR4,1446,1786
EGR4_E2_162.9,EGR4,216,111
EHF_E8_188.11,EHF,574,526
EHF_E8_188.12,EHF,2232,2457
EHF_E8_188.18,EHF,646,745
EHF_E8_188.3,EHF,1026,1057
EHF_E8_188.5,EHF,602,654
EHF_E9_76.2,EHF,587,917
EHF_E9_76.3,EHF,1530,1980
ELF1_E7_188.16,ELF1,881,1460
ELF1_E7_188.18,ELF1,2526,1534
ELF1_E7_188.19,ELF1,2128,3193
ELF1_E7_188.3,ELF1,2465,1455
ELF1_E8_61.0,ELF1,673,531
ELF1_E8_61.4,ELF1,1218,1355
ELF2_E7_188.1,ELF2,1407,1662
ELF2_E7_188.11,ELF2,1824,2110
ELF2_E7_188.12,ELF2,2380,2616
ELF2_E7_188.13,ELF2,2370,2570
ELF2_E8_61.1,ELF2,1654,2033
ELF2_E8_61.3,ELF2,1280,1458
ELF3_E8_188.3,ELF3,1410,2002
ELF3_E8_188.4,ELF3,888,978
ELF3_E8_188.9,ELF3,901,1451
ELF3_E9_76.0,ELF3,837,1219
ELF3_E9_76.6,ELF3,621,709
ELF3_E9_76.7,ELF3,433,388
ELF4_E7_188.17,ELF4,1544,2003
ELF4_E7_188.18,ELF4,639,367
ELF4_E7_188.19,ELF4,1094,1469
ELF4_E7_188.20,ELF4,1280,1549
ELF4_E8_61.0,ELF4,1944,2393
ELF4_E8_61.2,ELF4,545,642
ELF5_E6_182.10,ELF5,2000,2703
ELF5_E6_182.11,ELF5,727,723
ELF5_E6_182.9,ELF5,434,555
ELF5_E7_73.3,ELF5,955,1001
ELF5_E7_73.4,ELF5,5,13
ELF5_E7_73.5,ELF5,2,1
ELK1_E3_198.20,ELK1,1159,1667
ELK1_E3_198.21,ELK1,1272,1970
ELK1_E3_198.25,ELK1,1567,1730
ELK1_E3_198.5,ELK1,1688,2391
ELK1_E3_198.6,ELK1,1784,2157
ELK1_E4_54.1,ELK1,528,683
ELK3_E2_153.0,ELK3,1450,1911
ELK3_E2_153.1,ELK3,514,636
ELK3_E2_153.10,ELK3,1744,2250
ELK3_E2_153.5,ELK3,1043,1316
ELK3_E2_153.6,ELK3,1966,2203
ELK3_E2_153.8,ELK3,606,791
ELK4_E2_159.1,ELK4,1198,1372
ELK4_E2_159.13,ELK4,806,1073
ELK4_E2_159.2,ELK4,1338,1735
ELK4_E2_159.6,ELK4,637,714
ELK4_E2_159.7,ELK4,837,1233
ELK4_E2_159.9,ELK4,926,1114
EMX1_E2_129.10,EMX1,831,1171
EMX1_E2_129.11,EMX1,1442,2105
EMX1_E2_129.2,EMX1,1760,2372
EMX1_E2_129.4,EMX1,796,947
EMX1_E2_129.5,EMX1,1,1
EMX1_E3_48.4,EMX1,941,1240
EMX2_E2_129.1,EMX2,702,1030
EMX2_E2_129.10,EMX2,1177,1590
EMX2_E2_129.2,EMX2,1695,2737
EMX2_E2_129.3,EMX2,1735,1814
EMX2_E2_129.4,EMX2,1366,1278
EMX2_E2_129.5,EMX2,1,1
EN1_E2_180.0,EN1,466,595
EN1_E2_180.13,EN1,959,1242
EN1_E2_180.18,EN1,1594,2203
EN1_E2_180.19,EN1,661,903
EN1_E2_180.21,EN1,1663,2201
EN1_E2_180.22,EN1,646,1102
EN2_E2_180.10,EN2,1529,2075
EN2_E2_180.13,EN2,434,590
EN2_E2_180.15,EN2,300,370
EN2_E2_180.19,EN2,878,1012
EN2_E2_180.2,EN2,1410,1848
EN2_E2_180.20,EN2,732,1333
EOMES_E1_83.11,EOMES,712,965
EOMES_E1_83.12,EOMES,234,297
EOMES_E2_155.1,EOMES,1323,1381
EOMES_E2_155.2,EOMES,724,929
EOMES_E2_155.22,EOMES,1728,2298
EOMES_E4_159.11,EOMES,1033,1147
EOMES_E4_159.12,EOMES,1014,1376
ERF_E2_182.12,ERF,1282,1121
ERF_E2_182.30,ERF,448,476
ERF_E2_182.6,ERF,539,635
ERF_E2_182.7,ERF,161,207
ERF_E3_70.0,ERF,2269,2918
ERF_E3_70.4,ERF,1624,1801
ERG_E12_252.10,ERG,1,1
ERG_E12_252.19,ERG,1032,1181
ERG_E12_252.24,ERG,604,696
ERG_E12_252.31,ERG,1232,1234
ERG_E12_252.35,ERG,2047,3147
ERG_E12_252.9,ERG,1,1
ESR1_E2_106.0,ESR1,1579,2054
ESR1_E2_106.8,ESR1,1771,2191
ESR1_E3_117.4,ESR1,731,874
ESR1_E3_117.5,ESR1,770,1065
ESR1_E3_117.8,ESR1,1109,1596
ESR1_E3_117.9,ESR1,490,746
ESR2_E3_106.0,ESR2,1444,1740
ESR2_E3_106.1,ESR2,774,912
ESR2_E3_106.2,ESR2,1616,1818
ESR2_E4_117.4,ESR2,1282,1620
ESR2_E4_117.6,ESR2,1225,1183
ESR2_E4_117.7,ESR2,423,539
ESRRA_E2_109.16,ESRRA,856,769
ESRRA_E2_109.7,ESRRA,1560,1551
ESRRA_E3_117.16,ESRRA,1002,780
ESRRA_E4_62.0,ESRRA,516,221
ESRRA_E4_62.2,ESRRA,300,288
ESRRA_E4_62.9,ESRRA,869,928
ESRRB_E4_106.14,ESRRB,1512,2276
ESRRB_E4_106.5,ESRRB,1422,1797
ESRRB_E5_117.15,ESRRB,643,398
ESRRB_E5_117.2,ESRRB,1258,1927
ESRRB_E6_65.0,ESRRB,611,823
ESRRB_E6_65.3,ESRRB,1034,1394
ESRRG_E3_109.2,ESRRG,1256,1665
ESRRG_E3_109.9,ESRRG,2097,2692
ESRRG_E4_117.0,ESRRG,1520,2199
ESRRG_E4_117.7,ESRRG,1461,2103
ESRRG_E5_65.0,ESRRG,367,372
ESRRG_E5_65.1,ESRRG,1249,1671
ESX1_E2_89.0,ESX1,775,1093
ESX1_E2_89.1,ESX1,883,1165
ESX1_E2_89.2,ESX1,999,1394
ESX1_E2_89.3,ESX1,908,1238
ESX1_E2_89.4,ESX1,931,1321
ESX1_E2_89.5,ESX1,387,533
ETS1_E10_141.4,ETS1,946,1132
ETS1_E10_141.6,ETS1,1264,2022
ETS1_E10_141.7,ETS1,1428,1719
ETS1_E9_111.1,ETS1,1021,1659
ETS1_E9_111.6,ETS1,1051,1426
ETS1_E9_111.8,ETS1,1766,3060
ETS2_E10_111.1,ETS2,1350,2015
ETS2_E10_111.5,ETS2,710,999
ETS2_E11_141.5,ETS2,1426,1860
ETS2_E11_141.6,ETS2,1281,1767
ETS2_E11_141.7,ETS2,595,783
ETS2_E11_141.8,ETS2,646,1198
ETV1_E12_108.3,ETV1,1518,2163
ETV1_E12_108.4,ETV1,686,865
ETV1_E12_108.5,ETV1,942,1192
ETV1_E13_102.3,ETV1,1343,1914
ETV1_E13_102.5,ETV1,513,799
ETV1_E13_102.6,ETV1,817,891
ETV2_E6_111.4,ETV2,423,511
ETV2_E6_111.8,ETV2,495,569
ETV2_E7_141.10,ETV2,676,844
ETV2_E7_141.11,ETV2,693,798
ETV2_E7_141.12,ETV2,697,779
ETV2_E7_141.13,ETV2,1556,1656
ETV3_E3_185.11,ETV3,1514,672
ETV3_E3_185.12,ETV3,1103,1054
ETV3_E3_185.14,ETV3,217,277
ETV3_E3_185.2,ETV3,731,710
ETV3_E3_185.25,ETV3,1511,1337
ETV3_E3_185.8,ETV3,933,883
ETV4_E11_111.13,ETV4,971,877
ETV4_E11_111.6,ETV4,1228,1570
ETV4_E11_111.7,ETV4,829,1210
ETV4_E11_111.8,ETV4,1340,1964
ETV4_E12_102.3,ETV4,989,1123
ETV4_E12_102.4,ETV4,1531,1672
ETV5_E11_108.13,ETV5,543,1040
ETV5_E11_108.2,ETV5,1849,2004
ETV5_E11_108.4,ETV5,790,1043
ETV5_E12_102.1,ETV5,2025,2553
ETV5_E12_102.5,ETV5,1471,1963
ETV5_E12_102.6,ETV5,1289,1595
ETV6_E6_141.10,ETV6,1391,1661
ETV6_E6_141.11,ETV6,713,977
ETV6_E6_141.12,ETV6,934,1145
ETV6_E6_141.2,ETV6,878,1060
ETV6_E6_141.8,ETV6,392,404
ETV6_E7_101.6,ETV6,606,643
ETV7_E6_141.17,ETV7,522,712
ETV7_E6_141.3,ETV7,1981,2061
ETV7_E6_141.5,ETV7,1,1
ETV7_E7_101.6,ETV7,412,548
ETV7_E7_101.8,ETV7,616,972
ETV7_E7_101.9,ETV7,1759,2238
EVX1_E2_135.0,EVX1,389,822
EVX1_E2_135.1,EVX1,655,915
EVX1_E2_135.14,EVX1,1147,994
EVX1_E2_135.5,EVX1,677,776
EVX1_E2_135.6,EVX1,737,915
EVX1_E2_135.9,EVX1,523,559
EVX2_E2_135.0,EVX2,319,483
EVX2_E2_135.15,EVX2,273,279
EVX2_E2_135.16,EVX2,459,502
EVX2_E2_135.17,EVX2,964,1199
EVX2_E2_135.4,EVX2,1180,1002
EVX2_E2_135.5,EVX2,1342,1956
FERD3L_E1_171.0,FERD3L,989,1285
FERD3L_E1_171.16,FERD3L,727,1164
FERD3L_E1_171.2,FERD3L,1159,1216
FERD3L_E1_171.24,FERD3L,992,1369
FERD3L_E1_171.26,FERD3L,838,1133
FERD3L_E1_171.6,FERD3L,1152,1799
FEV_E3_249.2,FEV,950,1076
FEV_E3_249.20,FEV,681,636
FEV_E3_249.21,FEV,843,1070
FEV_E3_249.28,FEV,502,594
FEV_E3_249.3,FEV,653,796
FEV_E3_249.4,FEV,521,503
FEZF1_E2_135.7,FEZF1,1288,1957
FEZF1_E3_133.1,FEZF1,1902,2186
FEZF1_E3_133.2,FEZF1,875,1289
FEZF1_E3_133.7,FEZF1,401,463
FEZF1_E3_133.8,FEZF1,749,1103
FEZF1_E4_191.10,FEZF1,881,728
FEZF1_E4_191.11,FEZF1,1439,1876
FEZF2_E3_117.3,FEZF2,594,925
FEZF2_E3_117.8,FEZF2,576,655
FEZF2_E4_133.2,FEZF2,1089,1182
FEZF2_E4_133.5,FEZF2,159,345
FEZF2_E4_133.7,FEZF2,238,226
FEZF2_E5_80.4,FEZF2,975,808
FIGLA_E1_39.0,FIGLA,710,1036
FIGLA_E1_39.1,FIGLA,1378,1939
FIGLA_E1_39.2,FIGLA,458,475
FIGLA_E2_135.0,FIGLA,1040,1359
FIGLA_E2_135.3,FIGLA,2641,3151
FIGLA_E2_135.5,FIGLA,2198,2695
FIZ1_E2_186.1,FIZ1,886,1140
FIZ1_E2_186.2,FIZ1,560,799
FIZ1_E2_186.27,FIZ1,770,1243
FIZ1_E3_1065.222,FIZ1,1091,1401
FIZ1_E3_1065.232,FIZ1,667,890
FIZ1_E3_1065.233,FIZ1,704,1134
FLI1_E9_252.10,FLI1,1167,1564
FLI1_E9_252.11,FLI1,476,633
FLI1_E9_252.24,FLI1,593,876
FLI1_E9_252.30,FLI1,1114,1242
FLI1_E9_252.31,FLI1,1334,1695
FLI1_E9_252.35,FLI1,830,1319
FOS_E3_75.0,FOS,1182,1387
FOS_E3_75.1,FOS,881,1095
FOS_E3_75.2,FOS,991,957
FOS_E3_75.3,FOS,1009,1443
FOS_E3_75.6,FOS,1015,1200
FOS_E4_96.0,FOS,1183,1417
FOSB_E3_63.2,FOSB,1058,1498
FOSB_E3_63.3,FOSB,387,295
FOSB_E3_63.4,FOSB,260,205
FOSB_E3_63.5,FOSB,607,500
FOSB_E4_99.2,FOSB,549,867
FOSB_E4_99.5,FOSB,496,498
FOSL1_E3_63.2,FOSL1,1168,1122
FOSL1_E3_63.3,FOSL1,373,610
FOSL1_E3_63.4,FOSL1,893,661
FOSL1_E3_63.5,FOSL1,1294,1365
FOSL1_E3_63.6,FOSL1,1931,2303
FOSL1_E4_78.2,FOSL1,2276,2962
FOSL2_E3_75.1,FOSL2,1386,1490
FOSL2_E3_75.2,FOSL2,1067,1158
FOSL2_E3_75.5,FOSL2,307,324
FOSL2_E3_75.6,FOSL2,304,226
FOSL2_E3_75.7,FOSL2,442,652
FOXA1_E2_234.12,FOXA1,923,494
FOXA1_E2_234.24,FOXA1,1100,540
FOXA1_E2_234.25,FOXA1,2550,903
FOXA1_E2_234.26,FOXA1,752,358
FOXA1_E2_234.8,FOXA1,1301,611
FOXA1_E2_234.9,FOXA1,577,372
FOXA2_E2_234.14,FOXA2,538,596
FOXA2_E2_234.15,FOXA2,242,308
FOXA2_E2_234.16,FOXA2,352,406
FOXA2_E2_234.6,FOXA2,460,742
FOXA2_E2_234.7,FOXA2,774,1063
FOXA2_E2_234.8,FOXA2,699,776
FOXA3_E2_234.10,FOXA3,766,372
FOXA3_E2_234.23,FOXA3,2538,3356
FOXA3_E2_234.24,FOXA3,944,749
FOXA3_E2_234.29,FOXA3,269,272
FOXA3_E2_234.34,FOXA3,791,728
FOXA3_E2_234.9,FOXA3,943,1151
FOXB1_E2_234.0,FOXB1,1527,1799
FOXB1_E2_234.2,FOXB1,2509,2242
FOXB1_E2_234.25,FOXB1,473,537
FOXB1_E2_234.5,FOXB1,2916,2865
FOXB1_E2_234.6,FOXB1,1138,1288
FOXB1_E2_234.7,FOXB1,942,1312
FOXB2_E1_234.0,FOXB2,1310,1628
FOXB2_E1_234.21,FOXB2,982,970
FOXB2_E1_234.22,FOXB2,966,1153
FOXB2_E1_234.24,FOXB2,1374,1659
FOXB2_E1_234.26,FOXB2,590,775
FOXB2_E1_234.5,FOXB2,1459,2063
FOXC1_E1_234.10,FOXC1,922,966
FOXC1_E1_234.11,FOXC1,369,426
FOXC1_E1_234.17,FOXC1,266,358
FOXC1_E1_234.32,FOXC1,326,592
FOXC1_E1_234.35,FOXC1,785,1031
FOXC1_E1_234.37,FOXC1,741,536
FOXC2_E1_234.16,FOXC2,1075,1220
FOXC2_E1_234.17,FOXC2,220,217
FOXC2_E1_234.18,FOXC2,680,886
FOXC2_E1_234.31,FOXC2,144,52
FOXC2_E1_234.32,FOXC2,364,334
FOXC2_E1_234.9,FOXC2,433,465
FOXD1_E1_234.15,FOXD1,164,273
FOXD1_E1_234.19,FOXD1,127,270
FOXD1_E1_234.33,FOXD1,1071,1226
FOXD1_E1_234.39,FOXD1,464,282
FOXD2_E1_234.2,FOXD2,851,854
FOXD2_E1_234.21,FOXD2,1056,1486
FOXD2_E1_234.29,FOXD2,139,166
FOXD2_E1_234.33,FOXD2,977,1067
FOXD2_E1_234.34,FOXD2,1000,1030
FOXD2_E1_234.35,FOXD2,1869,1664
FOXD3_E1_234.2,FOXD3,1193,1305
FOXD3_E1_234.3,FOXD3,1784,1564
FOXD3_E1_234.31,FOXD3,1052,1220
FOXD3_E1_234.32,FOXD3,1504,1529
FOXD3_E1_234.4,FOXD3,702,769
FOXD4_E1_234.38,FOXD4,1095,1141
FOXD4_E1_234.40,FOXD4,534,109
FOXD4_E1_234.41,FOXD4,1634,719
FOXD4_E1_234.42,FOXD4,704,602
FOXD4L1_E1_234.10,FOXD4L1,489,324
FOXD4L1_E1_234.11,FOXD4L1,614,595
FOXD4L1_E1_234.12,FOXD4L1,1063,545
FOXD4L1_E1_234.13,FOXD4L1,943,406
FOXD4L1_E1_234.36,FOXD4L1,199,145
FOXD4L1_E1_234.9,FOXD4L1,676,98
FOXD4L5_E1_234.29,FOXD4L5,1,1
FOXD4L5_E1_234.30,FOXD4L5,1554,360
FOXD4L5_E1_234.31,FOXD4L5,3188,580
FOXD4L5_E1_234.35,FOXD4L5,769,357
FOXD4L6_E1_234.28,FOXD4L6,1554,702
FOXD4L6_E1_234.30,FOXD4L6,1,1
FOXD4L6_E1_234.31,FOXD4L6,1268,217
FOXD4L6_E1_234.32,FOXD4L6,2533,601
FOXD4L6_E1_234.4,FOXD4L6,1066,487
FOXD4L6_E1_234.5,FOXD4L6,3524,2225
FOXE1_E1_300.14,FOXE1,470,504
FOXE1_E1_300.18,FOXE1,229,170
FOXE1_E1_300.19,FOXE1,915,1116
FOXE1_E1_300.20,FOXE1,1643,1601
FOXE1_E1_300.24,FOXE1,410,530
FOXE1_E1_300.5,FOXE1,508,1149
FOXE3_E1_234.2,FOXE3,670,612
FOXE3_E1_234.25,FOXE3,704,823
FOXE3_E1_234.26,FOXE3,548,653
FOXE3_E1_234.27,FOXE3,321,448
FOXE3_E1_234.3,FOXE3,835,859
FOXE3_E1_234.5,FOXE3,675,920
FOXF1_E1_234.0,FOXF1,767,1002
FOXF1_E1_234.33,FOXF1,284,343
FOXF1_E1_234.34,FOXF1,869,1041
FOXF1_E1_234.36,FOXF1,918,869
FOXF1_E1_234.39,FOXF1,1045,877
FOXF1_E1_234.41,FOXF1,1356,1649
FOXF2_E1_234.0,FOXF2,355,385
FOXF2_E1_234.24,FOXF2,585,770
FOXF2_E1_234.25,FOXF2,939,1359
FOXF2_E1_234.29,FOXF2,439,565
FOXF2_E1_234.3,FOXF2,864,986
FOXF2_E1_234.4,FOXF2,2000,2304
FOXG1_E1_234.11,FOXG1,861,1074
FOXG1_E1_234.16,FOXG1,1216,1320
FOXG1_E1_234.17,FOXG1,785,911
FOXG1_E1_234.32,FOXG1,538,685
FOXG1_E1_234.8,FOXG1,454,641
FOXG1_E1_234.9,FOXG1,679,632
FOXH1_E1_78.0,FOXH1,1320,1818
FOXH1_E1_78.11,FOXH1,2133,2367
FOXH1_E1_78.7,FOXH1,1845,1643
FOXH1_E1_78.8,FOXH1,1968,2416
FOXH1_E2_105.3,FOXH1,1615,918
FOXH1_E2_105.5,FOXH1,647,549
FOXI1_E1_208.0,FOXI1,1010,1366
FOXI1_E1_208.20,FOXI1,1151,1238
FOXI1_E1_208.21,FOXI1,656,758
FOXI1_E1_208.25,FOXI1,381,430
FOXI1_E1_208.26,FOXI1,651,722
FOXI1_E1_208.28,FOXI1,1215,1181
FOXI1_E2_26.0,FOXI1,1219,1530
FOXI2_E1_208.0,FOXI2,256,406
FOXI2_E1_208.1,FOXI2,493,770
FOXI2_E1_208.16,FOXI2,1324,1715
FOXI2_E1_208.22,FOXI2,434,326
FOXI2_E1_208.24,FOXI2,842,1239
FOXI2_E1_208.3,FOXI2,843,973
FOXI2_E2_26.0,FOXI2,954,1120
FOXJ1_E2_138.10,FOXJ1,643,697
FOXJ1_E2_138.16,FOXJ1,441,485
FOXJ1_E2_138.17,FOXJ1,373,393
FOXJ1_E2_138.9,FOXJ1,698,771
FOXJ1_E3_96.2,FOXJ1,923,1074
FOXJ1_E3_96.3,FOXJ1,782,993
FOXJ2_E2_138.0,FOXJ2,922,1079
FOXJ2_E2_138.16,FOXJ2,955,1539
FOXJ2_E2_138.8,FOXJ2,930,902
FOXJ2_E2_138.9,FOXJ2,1181,1564
FOXJ2_E3_75.1,FOXJ2,371,444
FOXJ2_E3_75.7,FOXJ2,1095,1243
FOXJ3_E3_138.12,FOXJ3,2153,2654
FOXJ3_E4_75.0,FOXJ3,1076,1493
FOXJ3_E4_75.1,FOXJ3,1077,1249
FOXJ3_E4_75.2,FOXJ3,1614,2004
FOXJ3_E4_75.4,FOXJ3,2114,2688
FOXK1_E4_138.10,FOXK1,1946,1517
FOXK1_E4_138.11,FOXK1,3161,2304
FOXK1_E4_138.12,FOXK1,565,555
FOXK1_E4_138.6,FOXK1,1388,1024
FOXK1_E4_138.7,FOXK1,1412,1112
FOXK1_E5_96.0,FOXK1,1588,1145
FOXK2_E4_138.0,FOXK2,291,291
FOXK2_E4_138.1,FOXK2,768,918
FOXK2_E4_138.12,FOXK2,1038,1428
FOXK2_E4_138.15,FOXK2,1350,1602
FOXK2_E5_96.0,FOXK2,968,1254
FOXK2_E5_96.3,FOXK2,637,711
FOXL1_E1_234.1,FOXL1,1070,1358
FOXL1_E1_234.11,FOXL1,1237,1192
FOXL1_E1_234.12,FOXL1,1273,1265
FOXL1_E1_234.23,FOXL1,484,742
FOXL1_E1_234.37,FOXL1,280,247
FOXL1_E1_234.8,FOXL1,860,1149
FOXL2_E1_234.1,FOXL2,498,511
FOXL2_E1_234.26,FOXL2,998,1115
FOXL2_E1_234.29,FOXL2,436,692
FOXL2_E1_234.30,FOXL2,255,455
FOXL2_E1_234.8,FOXL2,1744,2558
FOXL2_E1_234.9,FOXL2,659,531
FOXM1_E4_141.1,FOXM1,1371,1299
FOXM1_E4_141.2,FOXM1,993,840
FOXM1_E5_87.1,FOXM1,816,689
FOXM1_E5_87.2,FOXM1,1086,930
FOXM1_E5_87.7,FOXM1,453,535
FOXM1_E5_87.8,FOXM1,543,606
FOXN1_E5_97.3,FOXN1,1434,1348
FOXN1_E5_97.4,FOXN1,1140,1541
FOXN1_E5_97.5,FOXN1,1243,1138
FOXN1_E6_120.1,FOXN1,1276,853
FOXN1_E6_120.4,FOXN1,1270,1448
FOXN1_E6_120.5,FOXN1,1410,1120
FOXN2_E3_204.10,FOXN2,2054,2948
FOXN2_E3_204.17,FOXN2,2772,3242
FOXN2_E3_204.18,FOXN2,1742,1634
FOXN2_E3_204.2,FOXN2,1044,1446
FOXN2_E3_204.3,FOXN2,2863,3885
FOXN2_E3_204.4,FOXN2,1259,1429
