sgRNA	Gene	Cont1.initial	Cont1.final
118975450	LONRF3	721	896
203454451	RAPH1	1792	1098
13112981	TRMT1	442	407
161365624	CFAP126	862	981
155210353	MTX1	1400	389
94036747	ABCA4	536	550
2800101	FKBP4	628	513
33963999	SLC45A2	2016	2311
157343207	FNDC9	1881	2452
101686850	GRIN3A	1685	1680
48033050	NIPAL1	1138	1411
120864094	PHF19	1300	1421
1270657	BHLHA9	906	1101
149873944	ATP6V0E2	385	338
45403391	SPATA5L1	670	80
111328238	TEX29	381	338
3703953	DCDC2C	670	779
54633222	LACRT	894	894
46681387	ALS2CL	520	497
11801280	MTHFR	1557	1927
27133222	HIST1H2AG	369	131
81122397	AATK	960	927
31436770	ZNF843	1051	1136
129094836	ISOC1	1059	1263
30782720	ZNF629	1230	1391
143861247	TCAF1	675	495
104887134	CEP170B	902	1199
128993051	KIAA1257	2049	1889
45894734	CTSA	1443	1221
7353334	KCTD11	1377	1174
123254701	ZHX1	1851	1552
1691911	HN1L	1954	1822
98005115	ANP32B	1373	1332
58640853	DACT1	1455	737
1599908	C1orf233	2229	2397
93479079	SMCO4	575	418
7284622	SLC2A4	1568	1891
179207645	ADAMTS2	2151	2743
37001916	TEX33	989	807
130055229	L3MBTL3	486	554
110413438	DDO	2843	2399
1918307	TMEM52	858	547
NA	Non-Targeting_Control-N125	2289	2969
41511825	LTK	814	622
11276239	PRM2	1931	2322
9160714	ZNF317	1112	1238
126254398	FAM118B	601	397
12810174	RNASEH2A	1437	790
13713020	FAR1	1362	1194
7811915	DEFB107A	2390	2376
15442473	C1QTNF7	818	995
55665442	OR4C6	2321	2437
158895350	C6orf99	1818	1533
19897615	OTUD3	1402	1133
168066769	FRMD1	655	1015
24235779	GMPR2	2163	1746
53193343	ITGB7	613	702
127953876	FAM102A	2715	2875
40260638	WIPF2	1126	986
2133629	IGF2	1087	1430
3444387	HGFAC	1728	1920
50974485	ELAC1	1117	1155
96299717	PTDSS1	495	142
81278329	STON2	1349	1574
153504844	BGN	1348	1394
162347714	GCA	1477	1867
15981079	ZSWIM7	1976	1331
64344147	CCDC88B	568	528
80211070	GNAI1	437	234
19355477	PDHA1	1079	809
20637942	PINK1	1238	1257
113940652	HIPK1	570	550
75592444	HIP1	2761	2878
49776041	VWC2	518	528
152884485	SMCP	509	395
63698804	LIMD2	869	622
109658877	GSTM4	917	840
20974565	AIFM3	1650	1371
88089048	CEP290	1918	2199
47642403	MTCH2	1658	369
33288012	WDR46	1190	721
41935255	TTC25	1432	1337
158191987	GTF2H5	445	560
124790603	C7orf77	1303	1157
15553301	CC2D2A	1947	2320
145877989	ANKRD35	1985	2295
59926493	RPS6KB1	2092	1420
55651450	CCDC106	1065	1023
92754114	PLEKHG7	2270	1889
42799185	CNTD1	1456	1258
81459170	FABP9	1339	1385
25557185	LDLRAP1	652	582
70532498	SF3B3	1240	492
67236713	AAGAB	3424	2162
18137293	MRGPRX3	948	985
88731879	MEF2C	698	721
114792425	TNFSF15	2619	2731
58179645	OR9Q1	800	1028
100766635	ASCC3	828	122
125102383	NSMCE2	1452	1083
87491666	SPARCL1	2408	2376
37649300	RELL1	1272	1416
32826562	S100PBP	990	937
28844730	TUFM	771	502
58396322	TOMM20L	721	618
144467934	KIFC2	912	598
1020778	IDI2	1489	1713
47334014	CMPK1	369	303
107840800	MID2	1741	1789
65891011	CCDC85B	733	833
25916721	SLC17A2	1566	847
8949933	LOC650293	2164	1708
109857560	GLTP	1598	1811
170084039	GPR160	2261	1797
33044284	RHPN2	1596	1657
32192202	GPSM3	940	1060
77922296	GNAQ	1847	1329
150848170	IRGM	677	673
76347219	BBS10	2277	2042
111131509	DRAM2	1275	1220
248521847	OR2G6	3127	3585
67399120	PPP1CA	1675	634
127657592	CTXN3	775	1058
70892684	PTPRR	1323	1160
32404006	ZFR	1628	1518
109816254	GAR1	2328	1008
111926017	C11orf52	1845	2194
120988894	HNF1A	2557	2867
52781789	GNPNAT1	636	557
238256954	PER2	1219	1155
68476408	TMPRSS11E	1291	1176
57633683	MYZAP	844	765
70069499	PRDM14	729	915
36331488	SPG20	761	519
142727518	THEM6	492	352
205902	CCDC127	425	254
79026121	REG3G	1569	1643
42640235	ATP5L2	948	931
19219693	LOC388436	666	790
24943828	ARHGAP17	743	804
114096105	KIF12	487	486
99342959	ADH1C	1222	1345
227813928	CCL20	1575	1883
167172260	TCP10L2	293	291
97713970	MARVELD1	1867	2216
152579797	LCE3D	603	540
48481524	FTSJ1	543	418
136380840	SNAPC4	585	668
16025109	TTC19	1894	1812
89978225	NBN	887	1265
67059270	COPS5	1689	98
19975417	RIN2	1293	1812
123225141	SEC22A	1120	586
1046698	AGRN	2247	2320
52536822	SMIM4	542	412
4789072	GLTPD2	1900	1877
2756104	TNIP2	546	500
2975320	PKMYT1	406	203
135535626	NEUROG1	451	497
55685185	SLC6A2	705	864
6002459	NRN1	1956	2037
110622406	PITX2	1979	1623
30257450	LBH	855	962
43297061	HMGCS1	1048	67
46965124	PTPN20	873	439
81197814	CEP131	1655	1482
24354865	CACNG3	905	1091
53912885	CACNG7	530	552
28182463	HERC2	1353	1121
94262562	PLCE1	671	915
42745974	CCDC13	2215	1719
146639299	POU4F2	596	705
53033884	EIF4B	1964	890
132217323	P4HA2	3140	2976
119855619	DSCC1	457	132
27810285	STX12	476	521
153204810	LELP1	1468	1422
13513426	LRRC38	540	818
26227241	TAF4B	562	516
105399364	TEX22	1378	1786
44605355	CD82	1045	1046
1585083	KRTAP5-1	647	509
152699015	LCE2A	394	217
78122617	TMC6	876	767
122567924	OR1L8	3476	4301
43170617	HGSNAT	1283	1206
19516275	NDUFA13	319	135
34802916	BAZ1A	2537	1913
62523722	ZCCHC2	519	534
33109289	RP9	544	679
199955866	C2orf47	594	493
41302674	KRTAP29-1	2351	2018
88787767	FAM13A	986	869
15662816	DTNBP1	601	612
1395095	CRIPAK	675	458
1395002	CRIPAK	337	310
22173676	BMP1	884	709
131699914	CPNE4	2418	3348
120066696	MAD2L1	214	278
64487435	ZBTB25	1273	1050
119335470	RNF26	1817	1773
101004056	LZTS2	1978	1478
40735661	MED14OS	1750	2195
64282847	ESR2	3228	3137
128866689	LOC100130705	363	559
67189057	EXOC3L1	553	436
9325416	USP17L24	2007	709
1836260	SYT8	1155	1252
43460064	SRSF6	888	711
2647628	TTYH3	337	544
1394755	CRIPAK	918	699
42907568	G6PC	1448	1062
11823732	CLCN6	665	852
41690739	C22orf46	845	814
119271603	USP53	2163	2041
9287707	TMEM41B	1455	1590
103063238	BEX1	1172	1294
48472895	ANP32D	452	394
33028760	DEPDC7	2217	2706
153182703	MAGEA1	1051	1253
111974952	DIXDC1	1955	2282
111722514	C9orf84	568	614
14425094	ATF7IP	3240	2363
18712963	PLCZ1	1360	1599
51895111	IQCF1	1299	1652
2149271	INS-IGF2	1018	1226
36013849	CCL23	1531	1468
33059056	TCP11L1	1215	1419
55411374	MMD	2651	2561
113659177	KIAA2018	834	694
152087011	TCHHL1	2027	2372
46672588	SLC9A7	1286	1521
35822803	TAF15	1131	1170
120714049	MEGF9	1882	2330
228487641	RNF187	482	479
39382824	DAB2	2669	2440
7929374	KCNAB3	582	889
52054197	DUSP7	1232	1288
42492839	KCNG3	347	242
24611241	GGT1	1407	1635
57136189	SPIN2A	3464	3589
57120221	SPIN2B	2017	2135
156700987	CRABP2	752	692
54856797	MUCL1	706	695
100311088	SCYL2	3417	4203
80279090	OTOGL	2131	1875
125495396	LOC403312	1938	2268
34341870	NUDT3	2309	2726
20205532	SPECC1	1092	1098
74472432	MRPL53	1871	818
32918267	CEP89	1541	942
130049370	L3MBTL3	715	638
36995587	ALG5	2914	2398
66890895	MCMDC2	544	545
109610072	GNAT2	1037	980
74357301	VRTN	635	560
132814261	SOWAHA	1525	1313
117760440	CTTNBP2	636	445
1181186	TMEM74B	1097	1349
149324917	TM4SF18	1014	1007
148509782	HTR4	852	1211
52370078	XAGE2	767	678
151400561	PSMB4	2631	195
144129315	OR2A14	997	1146
25863374	PAQR7	2533	2483
43199972	CUL9	1909	2403
132077447	MED27	653	557
72088992	TXNL4B	1437	606
68567791	UGT2B17	1175	1258
75288317	GOLGA6D	2014	2082
2467714	SNRPB	1302	1280
73879172	PTGR2	1144	1055
36506169	FOXRED2	582	333
24118458	DCAF11	814	681
143880477	GYPE	3376	3243
144474818	FOXH1	882	1345
1649144	SIRPG	1000	1030
85280457	ALX1	608	647
24602046	ARHGAP21	1176	1433
65291400	ADAMTS6	1282	1522
112526946	TUBGCP3	2034	533
27773394	STX12	1525	1420
42028996	ZNF385C	379	348
31289391	SNRNP40	1828	558
72930962	ALDH1A1	1918	2407
206476693	IKBKE	1292	1222
55519861	CFAP36	404	324
10562823	KRI1	1845	908
30329739	TRIM39-RPP21	1905	2293
157770606	FCRL2	1580	1361
40922390	CNTN1	2290	1425
80053365	TPD52	3146	2887
39391594	MED29	1156	283
15366731	NPIPA5	658	268
52855407	TMEM110-MUSTN1	773	741
19626853	LPAR2	766	982
122750268	OR1L6	474	604
46919678	ARHGAP35	2235	1539
134750596	COL5A1	1718	2292
46408354	CCRL2	542	570
40771822	KRT26	399	438
81357912	GAN	893	718
82362183	TEX19	1068	945
19599347	PBX4	1460	1799
43672330	RRP1B	2205	1717
31531187	DSG2	3372	2932
111192310	DENND2D	2572	2455
233713653	UGT1A5	764	825
24977227	ARHGAP17	561	458
96486349	C7orf76	1048	1325
6002395	NRN1	2087	2488
137228850	RNF224	460	680
6748530	PAPD7	1155	992
8730767	ST5	401	609
165297643	KLHL2	1928	2159
34096484	SLC5A3	1164	1342
41249744	KRTAP9-4	1506	926
8007984	GUCY2D	1717	1470
126265379	SRPR	2511	612
20590514	RNASE12	2683	2963
184038217	HTR3D	2300	2380
46740094	MYLK3	667	506
120543728	CUL4B	847	819
88658297	EML5	1382	2004
48195029	SSX5	1374	757
20870447	SNAP29	765	598
144001251	GYPB	1490	1812
27882578	LYRM9	1683	1308
32439876	DPY19L3	1411	1096
198696874	PTPRC	791	595
81371755	ACOT12	1113	858
231113753	HTR2B	1457	1279
34131244	FAM47A	889	1114
314352	IFITM1	1792	959
308434	IFITM2	1979	1559
73713505	PNMA1	2008	1196
NA	Non-Targeting_Control-N126	2360	3091
78965972	PHIP	911	625
23354178	NXT1	2409	831
39369793	SAMD4B	1381	803
40402926	TOP2A	2041	259
46854045	RP2	1141	983
118573896	DOCK11	1822	1862
42967481	PEX6	631	606
102315800	SLC39A8	854	759
580530	CETN1	906	1018
NA	Non-Targeting_Control-N127	1965	2234
78030620	CLEC3A	538	601
5410568	EPB41L3	1616	1842
89914986	TRIM49D1	414	617
44779714	NELL2	1663	2114
18573398	UBA52	973	1085
102376245	LOC100289561	2771	3264
248295038	OR2T12	1019	1114
248273274	OR2T33	1815	1616
101782564	NPM3	1299	1108
133258102	ABO	788	988
123040563	ACADSB	1051	837
153596005	FAM58A	1541	1516
99245287	LYG2	2203	3088
122456610	SERINC1	1122	1279
42878205	PSG1	814	1138
95244488	RWDD3	779	902
23085093	CD93	511	515
53879975	ACTR8	689	630
126026467	SLC41A3	515	706
248917007	PGBD2	716	458
84883906	SLC6A15	381	553
23680149	PLK1	1090	215
28197200	PAN3	1093	595
100314557	SPDYE3	1206	770
133558925	SYCE1	2114	2621
155216437	VBP1	963	1262
4960473	SPAG7	1369	1099
18234088	LLGL1	3281	2957
112779532	IL1A	1241	1152
52046742	MAPK6	2037	1137
28748136	TRAF4	2225	2140
119245750	STEAP3	1742	1277
8457922	CLEC6A	629	460
23495758	GGA2	470	446
26545282	HMGN4	505	678
47451401	ITFG1	1195	1129
18934315	MRGPRX1	971	882
110894961	CD53	1106	718
47410286	ZNF157	732	805
74292582	ABCD4	595	574
44863656	EFTUD2	1969	628
18429821	LDHC	1608	1402
19142607	DGCR14	1191	1146
43081173	PSG2	1331	1418
51387783	MANF	1622	1356
43024983	PSG11	1338	1806
109768732	FAM222A	342	234
62426650	METTL2A	1414	727
37242626	ZNF383	843	1186
170274320	LCP2	1686	1732
49830490	PAGE4	1806	2189
25554045	LDLRAP1	1535	1191
53043172	OLFM4	2403	2801
49047855	CGB8	976	395
136791396	TMEM141	673	848
241126989	PASK	1044	1046
144056625	OPLAH	1354	1476
2520667	GNG7	1254	1306
66170656	HEPH	486	447
16869108	RBBP7	1303	994
73220710	SMYD5	445	499
29049789	ZNRF3	1515	1422
160283028	PEX19	878	684
35282634	HAMP	371	742
35777488	CLPSL2	694	675
38299974	KCNJ15	823	1222
153276124	TRIM2	1099	1228
134564763	AKR1B15	2048	2487
35176231	PROCR	726	663
185623373	SORBS2	939	1122
153932413	NAA10	413	41
4345787	MPND	763	715
127996430	SAP130	850	476
130673151	C11orf44	1065	1153
51144440	SIGLEC7	550	545
1598144	KRTAP5-2	510	455
66963857	CES3	1171	1024
43497775	PHLDB3	749	953
40363756	GJD3	710	848
56447907	NUDT21	843	442
34594542	SCGB2B2	1832	1600
85217433	C8orf59	1946	2339
115231384	CADM1	2179	2581
27418273	WASF2	1611	1901
155718422	RBM33	414	226
157343251	FNDC9	693	518
71416046	WBSCR17	562	533
6044249	RFX2	2227	2177
99377437	COQ3	2099	1675
29822023	CCNE1	2457	2268
25043987	BPY2C	270	350
66482325	DPP3	1131	1273
220690431	C1orf115	613	646
16583026	BNC2	1238	1195
44915339	GFAP	1259	959
152736553	MAGEA12	539	834
76137811	C15orf27	397	488
124804211	OLFML2A	206	423
29154731	SRSF4	1058	1126
112584116	ST7L	1089	743
152340881	TMEM14E	1655	1297
73769295	DUSP11	1142	1507
31183893	NKAIN1	2441	2049
161169066	PPOX	1371	1516
194136451	HES1	1247	1186
22822709	TOMM7	2051	1897
89438767	SLC16A12	1880	1630
124913672	MUC13	1230	1466
40622286	CASC5	1924	1153
31499373	C16orf58	1440	1175
70768597	RUFY3	729	831
68817986	ARHGAP25	2653	2966
49349339	DNAJC22	1428	1629
37179514	SULT6B1	1225	1310
70642371	TTC9	1294	1183
180413395	ACBD6	2492	3005
6466491	CRB3	1845	1919
6445227	FAM64A	444	536
26285531	UBXN11	422	519
88842778	GALNS	1139	1694
75648325	TERF2IP	820	1123
179823931	SQSTM1	2651	2249
78702132	CYTH1	1993	1685
57407587	RBM38	565	842
30487257	KRTAP19-2	751	1133
94174108	CDH17	2037	3009
93110386	MTF2	1004	1120
67532855	PITPNC1	907	958
3602140	SLX4	590	282
51081689	KLK14	929	1261
112811297	AMOT	933	1328
48902315	PQBP1	1233	1053
69501778	PLEKHD1	484	599
17801818	RAI2	1209	1369
58458136	PLK2	771	761
166922621	ILDR2	2577	3050
131171034	LYRM7	664	520
49173134	KLHDC8B	1544	1710
36196643	CCL3L3	968	900
100375083	TOMM70A	1170	750
4711974	AJAP1	650	1132
4662588	NDUFA9	1040	488
120527835	CDK5RAP2	2871	1724
60919758	TMEM109	1692	1991
72341156	DNAJB12	782	663
83155606	PCLO	952	1060
56621474	ZNF71	1963	2376
74239895	VSX2	1648	1497
49103714	LMBR1L	1215	1560
78867728	IRAK1BP1	1020	1231
75481868	GLIPR1	1532	1486
23308006	BCL2L2	1218	1186
18920581	DDX49	552	69
235342398	GGPS1	906	733
37846322	DYNLT3	2972	3606
53524732	ATF7	2136	2134
54463279	LENG9	556	476
129792686	SASH3	944	1254
184301602	PSMD2	954	815
48580984	STON1	1165	1223
134371085	AMOTL2	750	1173
152836472	P2RY1	1849	2058
73169851	SSTR2	1681	1880
112890155	SLC46A2	1043	1558
9344376	USP17L27	213	101
30635356	KRTAP20-2	1524	2119
51265527	SIGLECL1	926	771
87284563	GJB7	965	828
32228325	POFUT1	2310	2144
111456094	ATP5F1	1135	510
106074016	C2orf40	1954	1557
27218020	ACBD5	2736	2857
183761590	YEATS2	618	456
19713948	SLC47A2	1243	1163
122699646	C10orf120	2243	2823
1558057	IFT140	1621	1608
812556	RPLP2	695	342
71921383	IST1	2128	2236
26023263	EXTL1	526	387
155957783	ARHGEF2	536	594
149833660	PPARGC1B	1486	1616
125101206	TMEM218	1258	1352
56724453	NACA	317	9
18461811	ELL	1001	365
18282480	PIK3C2G	2284	3307
139344153	MRPS22	1957	1384
55624063	FOXR2	610	687
1629894	KRTAP5-5	714	957
4197762	OTOP1	2965	3298
56441678	PENK	1426	1794
35351821	FFAR1	1273	1007
65572762	FAM89B	1056	979
70090132	H2AFY2	726	624
76394143	RFK	1041	489
102451415	C10orf95	477	349
84782951	ZNF592	526	475
93452664	FAM120AOS	524	780
6978526	DEFA1	1325	819
27307759	UCN	265	312
67210113	LRRC29	1981	1629
49117786	GPKOW	1773	821
27128597	ABHD1	841	890
7925494	CTXN1	715	776
40822105	KRT10	1218	1197
73836783	CXCL6	1456	2638
31522037	RAB11FIP4	796	1029
73537692	ACOT1	536	635
70936034	ATP6V1B1	1636	1460
116749928	RNFT2	709	815
153699033	GRIA1	1598	2043
71289036	OGFRL1	617	709
30285402	ZNRF2	361	533
13135648	NACC1	1235	1654
NA	Non-Targeting_Control-N128	2208	2749
2541372	BRAT1	388	358
1390688	FOXF2	1624	2190
124756259	ESAM	1504	2427
39145251	CSRNP1	474	855
844929	FAM110A	1056	1192
64631877	ADAMTS9	978	1149
105296373	TGFBRAP1	754	698
26863667	SFN	802	1042
45289079	UPK3A	1166	980
85799227	EMC8	1704	1796
95209618	FGD6	2242	2234
133805924	SRPRB	1637	612
5783875	PRR22	1086	1187
109080844	TMEM245	1431	1435
19230636	E2F8	1536	1802
150372085	REPIN1	517	448
23085678	CD93	987	1378
86670992	CNGB3	467	552
6171875	L3MBTL4	392	616
151674650	SPARC	492	430
140362979	SLC4A9	782	535
97679770	AVPI1	681	810
110472700	LIMS3L	1211	1320
69754604	NOB1	1224	372
46737809	MYLK3	839	959
197917994	LHX9	1837	2413
47690576	AGBL2	920	1058
100149280	DEGS2	1189	1177
32764958	MYO1D	1143	1418
17265927	VPS37A	1908	1429
73482117	MTO1	982	548
4099095	C6orf201	685	718
55227530	TMEM86B	370	470
57136558	SPIN2A	2278	2694
7627393	SAT2	1479	1825
740525	FAM57A	540	645
35689724	TPM2	497	594
203489930	RAPH1	1729	1608
113372699	PLBD2	547	385
155868260	SYT11	792	916
201017034	FAM126B	2512	2458
902090	R3HDM4	543	465
114254915	VWA2	874	792
47438338	FOXD2	541	432
90065903	CALB1	663	791
201195893	CASP10	663	688
1969916	CSNK1G2	612	970
216860009	TNP1	1123	1304
82741366	FN3K	2252	1889
32311416	ZAR1L	791	831
57476405	RTN4RL2	1802	1575
48614640	HOXB8	1033	921
144500515	PPP1R16A	1754	2160
30592538	KRTAP6-3	440	826
112694053	MOV10	1203	1331
62667436	MRC2	880	989
6626368	LY86	1174	1262
1332273	TAS1R3	475	559
37592523	TOMM5	927	1114
108855257	ACTL7B	634	792
150407301	CD74	676	453
20724142	SH2D5	694	793
3179287	S1PR4	525	549
86946214	GAS1	836	1037
69350223	LYZ	1005	1145
80211333	DIO2	1223	1272
123447877	ADCY5	865	1044
11708617	GATA4	714	675
67996751	UNC93B1	387	393
64580876	BHLHE22	1239	1545
99411128	BUD31	1436	523
63945806	UCKL1	232	135
105881798	NCK2	895	1406
48184489	CCDC184	306	408
19192094	MEF2BNB	815	508
48832107	PCSK1N	941	1220
7434552	PSAPL1	613	737
14160117	ADGRL1	838	1182
814483	LPPR3	464	351
314651	AXIN1	982	1206
241852288	PDCD1	480	481
44455340	ZNF445	1463	1847
3092761	ZSCAN10	928	1105
74084990	LIN52	190	1
NA	Non-Targeting_Control-N129	2728	3638
132747764	CCNI2	528	578
233258392	PCNXL2	1633	1441
43400107	ARL4D	805	883
56359138	FAM210B	845	1216
48916163	UBE2Z	493	737
156327892	NR4A2	1034	783
157323443	TMEM242	999	867
54224170	MBD2	1427	1319
19225212	NCAN	349	341
63236173	BIRC7	339	420
32604256	C21orf59	681	222
23526441	PRDM9	1269	1835
168095108	GOLIM4	880	1143
41982484	DCAF4L1	989	1051
35270541	USF2	1047	628
134235031	VPS26B	708	562
28368976	VTN	577	400
179813999	FAM163A	754	808
60070004	C20orf197	660	729
50475923	FAM71E1	49	85
18400864	LDHA	603	639
5904958	VMAC	339	344
240042755	PRR21	528	870
67044752	CACNG1	391	415
143572146	MROH6	646	338
52290999	GLYCTK	2082	2171
30986127	HSD3B7	1077	642
70981936	ANKRD53	457	383
35888872	SRPK1	2722	2174
110722590	PPP1CC	1236	950
64123542	SNX1	538	442
118528759	TTC36	572	443
157571206	PQLC2L	1980	1759
30949332	DPCR1	809	943
63555412	EFCAB7	1718	2074
97994720	ANP32B	1098	1282
64878276	EHD1	758	912
247606090	OR2G3	861	1053
102066359	HPS6	1432	1083
80303248	LRRTM1	1217	1494
116580328	RWDD1	1507	1121
30491923	KRTAP19-3	1052	787
30541799	KRTAP19-6	634	681
35193737	SLC35G3	902	1121
6877231	OR10A4	937	982
58338637	ZSCAN22	1624	1286
64624512	CYP7B1	1520	1711
152115444	MAGEA5	1461	1901
54530101	CGRRF1	947	865
24316193	LTB4R	2175	1581
123695554	ANXA13	2114	1941
60156099	DHRS7	1327	1459
238068120	SCLY	949	977
32138597	GPD1L	2373	2506
37282151	GOLGA4	1018	817
6534464	VCX3A	593	1007
15765129	FBLIM1	1398	1237
40982441	KRT40	1326	1201
102694435	METTL21C	518	658
120985026	CT47A1	405	362
2647508	TTYH3	212	530
205524232	CDK18	637	671
150645752	MTM1	746	596
73310010	ARHGEF17	753	497
24006390	KLHL15	874	867
19920812	OR4K5	2453	2903
2208431	POLN	623	467
45311896	CKM	704	747
107306464	RAD23B	449	466
46372356	KIAA0226L	1898	2342
42020684	PIK3C3	1258	327
37224607	C5orf42	2062	2447
11331678	SLC35G5	914	903
74204952	FPGT	518	644
156809784	SH2D2A	752	687
97854496	FOXE1	318	448
20144169	OR4N5	633	460
71440716	SLC4A4	2409	2901
55644687	ZNF581	459	301
63952487	NAA40	313	175
50414605	PPP6R2	701	653
42673760	PLEKHH3	888	1167
23202720	TNFRSF10A	2026	2479
235583745	GNG4	2290	2682
46139808	ENPP4	2147	2484
13213571	EMP1	689	760
177513392	DDX41	2575	520
112166478	GPAM	858	1049
4075385	ZZEF1	1822	1337
41071609	OARD1	1372	1109
130550602	COPG2	627	501
6492962	MRPL51	911	309
103421566	PDCD11	773	225
142182928	GK5	2731	2508
51806908	NRD1	1159	1041
72924024	ALDH1A1	1639	1713
6244625	HES3	876	1043
26863298	SFN	828	648
100489344	NYAP1	396	394
109571689	MMAB	1500	1586
41055012	KRTAP2-2	1470	1287
56484170	RTFDC1	676	473
911024	LMF1	530	621
6626327	LY86	1664	1795
111790492	ALDH2	2435	2235
38424336	IGFBPL1	764	580
56533488	FAM209B	215	183
100361858	WARS	1255	743
161371279	PSMD14	1601	114
133968527	C5orf15	553	697
3356146	OR2C1	944	692
46690622	TDRD6	890	839
67600099	PIGH	2159	1798
107571262	DUS4L	2562	2835
96486216	C7orf76	1698	1904
120349085	LRRC58	640	783
61884354	INADL	1023	791
207712112	CCNYL1	843	1035
31864990	DUSP15	1202	1096
28768077	FOXG1	1059	1054
36621722	AOAH	855	761
31271742	HLA-C	339	367
89638677	LYRM2	1087	777
5903630	NDUFA11	505	288
97567972	UBTD1	942	889
122724472	OR1L4	1006	1020
35437419	GDF5	1313	1189
167553487	CREG1	434	419
42564139	COASY	1544	388
68242136	CBWD3	1364	333
107488935	KLF4	1430	893
44490491	NUDCD3	2705	881
NA	Non-Targeting_Control-N130	2837	3651
29491144	OVCH1	1718	1592
1240587	SLC6A18	617	946
2610462	TMC2	699	563
NA	Non-Targeting_Control-N131	3072	2911
65593429	VWA9	864	704
121190610	RAB14	1223	774
141357342	GPR20	877	1143
18691825	PAX7	600	501
57997249	ZNF319	510	528
115963010	LVRN	2749	3022
29350091	DUSP4	1122	1327
57756955	MARCH9	811	439
27311147	TRIM35	372	472
NA	Non-Targeting_Control-N132	3430	4715
6437535	HPX	784	695
63217649	SLC22A25	1650	1786
130190485	ST14	2602	2801
6327339	ACOT7	689	812
66012156	CST6	699	477
88887198	HAPLN3	537	503
15437937	CDRT4	1180	1410
23877097	SLC2A11	330	433
88452095	FOXI3	366	354
88523557	PYURF	779	545
42718498	EZH1	2216	2468
100539534	GPR88	1172	1522
27867478	HIST1H1B	383	280
45407159	CD3EAP	920	421
100781292	PAX2	457	432
103371758	CTHRC1	1621	1589
5820849	OR52N2	392	413
32064003	SPAST	1911	1620
38129350	ACAA1	1037	890
18955673	IFFO2	1894	1315
149887879	HIST2H2AB	447	359
97277596	TSPYL5	1662	2156
117802	FOXD4	835	803
1610686	FOXC1	1939	2044
24955918	NEFL	1303	1985
6211038	RNF207	1067	1182
172556288	PDK1	297	326
177592337	TMED9	510	656
86671786	ME3	464	449
135031486	PITX1	346	325
62164758	C2CD4B	437	343
12292378	EDN1	1829	2169
23967401	DDTL	1640	676
28767829	FOXG1	1276	1030
72693188	DPF3	539	831
44896050	PHF21B	1244	1273
41612910	AGPAT6	519	310
31476128	TGFB1I1	447	951
42387368	CNFN	1403	1769
52771276	ZYG11B	1070	1103
93062027	CYP26C1	545	669
NA	Non-Targeting_Control-N133	2191	3402
18084548	RERGL	479	397
6590899	CD70	1123	1402
66511220	BBS1	1412	1235
210021111	SYT14	2043	2159
34240914	HMGA1	966	892
26043413	HIST1H2BB	620	540
161196810	ADAMTS4	1725	2098
131510349	POMT1	1175	1233
46376487	PPP5C	1128	1311
54942725	CCDC68	1621	1927
94320417	NUTM2F	677	509
150409878	TSC22D2	1211	509
233743778	DNAJB3	377	471
45972660	TIMM23	690	539
6052150	LRRN4	1487	1977
82798400	SCD5	2285	1800
86970230	ADIRF	498	433
127289768	ERCC3	1355	456
75207379	KCNC2	933	1642
113832318	GAS6	1885	1961
6766746	PTMS	811	1033
211679115	ERBB4	591	475
30250946	MAGEB1	732	879
34880335	TAF11	1982	550
39452057	SH3BGR	471	508
88448763	FOXI3	586	593
90932460	HDDC3	1067	1729
103368112	TAF5	553	454
100473709	TMEFF1	175	210
240596343	CAPN10	1176	1688
39575818	PABPC4	1142	799
49476492	FLT3LG	606	312
96026259	GPAT2	940	455
70993761	TEX261	527	350
90613597	DIRAS2	801	844
137519945	PNPLA7	180	356
44396442	TCAIM	1316	1296
21802277	CDH12	594	724
23682830	NKX3-1	704	925
9337942	TSPY4	1760	1987
95476072	PTCH1	1044	975
150284500	CIART	763	943
73088947	RAB11FIP5	1364	1009
132887209	CHFR	868	894
119091428	HMBS	367	124
11345720	RMI2	1524	1832
50468394	CHAD	1103	1415
41055081	KRTAP2-2	1360	1777
19116980	TWIST1	1148	1230
2933312	FLYWCH1	863	784
149455484	ZNF777	1253	1512
6539780	GRID2IP	1366	1291
