sgRNA,Gene,Snu-1_WT_C13_D=0,Snu-1_WT_C13_D=10
MLXIPL_E14_66.1,MLXIPL,1010,1185
MNT_E3_32.0,MNT,3052,2679
MNT_E4_112.1,MNT,1138,1047
MNT_E4_112.10,MNT,858,722
MNT_E4_112.2,MNT,842,1410
MNT_E4_112.3,MNT,1264,1510
MNT_E4_112.5,MNT,1584,1719
MNT_E4_112.9,MNT,643,853
MNX1_E2_129.3,MNX1,377,345
MNX1_E2_129.4,MNX1,115,10
MNX1_E2_129.8,MNX1,584,706
MNX1_E2_129.9,MNX1,1138,945
MNX1_E3_48.3,MNX1,1999,1552
MNX1_E3_48.4,MNX1,646,463
MSC_E1_180.0,MSC,365,481
MSC_E1_180.22,MSC,1642,1750
MSC_E1_180.23,MSC,1461,1017
MSC_E1_180.25,MSC,1060,1649
MSC_E1_180.26,MSC,171,224
MSC_E1_180.8,MSC,545,703
MSGN1_E1_183.10,MSGN1,2978,3129
MSGN1_E1_183.20,MSGN1,1572,1219
MSGN1_E1_183.21,MSGN1,1342,1702
MSGN1_E1_183.26,MSGN1,1182,1189
MSGN1_E1_183.8,MSGN1,1162,1572
MSGN1_E1_183.9,MSGN1,855,1490
MSX1_E2_177.11,MSX1,167,335
MSX1_E2_177.12,MSX1,407,187
MSX1_E2_177.13,MSX1,445,411
MSX1_E2_177.14,MSX1,482,528
MSX1_E2_177.2,MSX1,379,805
MSX1_E2_177.5,MSX1,335,202
MSX2_E2_177.13,MSX2,920,770
MSX2_E2_177.15,MSX2,1455,830
MSX2_E2_177.16,MSX2,1598,2100
MSX2_E2_177.17,MSX2,543,729
MSX2_E2_177.23,MSX2,671,751
MSX2_E2_177.7,MSX2,795,447
MTA1_E10_84.0,MTA1,2460,3076
MTA1_E11_54.1,MTA1,2380,1970
MTA1_E11_54.2,MTA1,2510,2464
MTA1_E14_152.11,MTA1,863,912
MTA1_E14_152.14,MTA1,1468,1633
MTA1_E14_152.8,MTA1,1303,1161
MTA2_E10_84.0,MTA2,2653,3282
MTA2_E10_84.1,MTA2,2242,1880
MTA2_E10_84.4,MTA2,2542,1551
MTA2_E10_84.5,MTA2,1656,2280
MTA2_E10_84.8,MTA2,3476,2690
MTA3_E10_84.4,MTA3,3271,3157
MTA3_E14_128.0,MTA3,1511,1521
MTA3_E14_128.10,MTA3,3041,3257
MTA3_E14_128.11,MTA3,1469,1197
MTA3_E14_128.12,MTA3,617,349
MTA3_E14_128.2,MTA3,1688,1500
MTF1_E3_215.12,MTF1,1538,1616
MTF1_E3_215.13,MTF1,1,1
MTF1_E3_215.22,MTF1,272,436
MTF1_E3_215.7,MTF1,1318,1271
MTF1_E3_215.8,MTF1,1180,1360
MTF1_E3_215.9,MTF1,1660,1229
MTF1_E5_74.0,MTF1,785,1327
MXD1_E4_115.0,MXD1,347,488
MXD1_E4_115.1,MXD1,1047,1084
MXD1_E4_115.5,MXD1,1923,2113
MXD1_E4_115.6,MXD1,1366,2116
MXD1_E4_115.7,MXD1,1974,2322
MXD1_E4_115.8,MXD1,827,951
MXD3_E4_115.0,MXD3,1408,1408
MXD3_E4_115.10,MXD3,1487,1033
MXD3_E4_115.11,MXD3,1433,1017
MXD3_E4_115.12,MXD3,1163,874
MXD3_E4_115.13,MXD3,856,735
MXD3_E4_115.18,MXD3,1862,1720
MXD4_E4_115.0,MXD4,1749,1432
MXD4_E4_115.1,MXD4,741,773
MXD4_E4_115.14,MXD4,1055,1150
MXD4_E4_115.5,MXD4,1198,1334
MXD4_E4_115.6,MXD4,2183,2046
MXD4_E4_115.7,MXD4,1467,1424
MXI1_E4_115.1,MXI1,1955,2219
MXI1_E4_115.2,MXI1,1680,1472
MXI1_E4_115.3,MXI1,729,831
MXI1_E4_115.4,MXI1,939,1215
MXI1_E4_115.5,MXI1,596,523
MXI1_E4_115.6,MXI1,1747,1694
MYB_E4_93.0,MYB,3018,2948
MYB_E4_93.5,MYB,1158,1160
MYB_E4_93.8,MYB,2013,2334
MYB_E5_221.1,MYB,1664,1866
MYB_E5_221.18,MYB,1694,1566
MYB_E5_221.25,MYB,2122,2581
MYBL1_E4_93.0,MYBL1,2888,2736
MYBL1_E4_93.7,MYBL1,3564,3829
MYBL1_E5_221.12,MYBL1,1096,1289
MYBL1_E5_221.13,MYBL1,2411,2254
MYBL1_E5_221.14,MYBL1,915,1251
MYBL1_E5_221.15,MYBL1,2423,2461
MYBL2_E3_72.2,MYBL2,2748,2951
MYBL2_E4_93.9,MYBL2,1382,1097
MYBL2_E5_221.14,MYBL2,2403,3379
MYBL2_E5_221.19,MYBL2,1756,811
MYBL2_E5_221.23,MYBL2,2566,1439
MYBL2_E5_221.32,MYBL2,1526,650
MYBL2_E5_221.8,MYBL2,911,392
MYC_E3_171.0,MYC,1724,632
MYC_E3_171.1,MYC,1512,442
MYC_E3_171.19,MYC,224,65
MYC_E3_171.20,MYC,701,231
MYC_E3_171.5,MYC,583,148
MYC_E3_171.9,MYC,634,208
MYCL_E2_165.1,MYCL,1887,2229
MYCL_E2_165.24,MYCL,220,329
MYCL_E2_165.25,MYCL,1157,1180
MYCL_E2_165.3,MYCL,558,883
MYCL_E2_165.4,MYCL,1196,1350
MYCL_E2_165.5,MYCL,1338,1677
MYCN_E3_180.1,MYCN,1011,931
MYCN_E3_180.17,MYCN,1630,1921
MYCN_E3_180.2,MYCN,219,288
MYCN_E3_180.20,MYCN,633,640
MYCN_E3_180.21,MYCN,299,510
MYCN_E3_180.5,MYCN,1099,953
MYF5_E1_171.0,MYF5,841,1085
MYF5_E1_171.1,MYF5,486,474
MYF5_E1_171.11,MYF5,898,771
MYF5_E1_171.21,MYF5,2566,1954
MYF5_E1_171.25,MYF5,144,206
MYF5_E1_171.3,MYF5,656,685
MYF5_E2_76.0,MYF5,1514,2825
MYF5_E3_65.2,MYF5,1914,1507
MYF6_E1_177.0,MYF6,1287,1093
MYF6_E1_177.12,MYF6,1204,1432
MYF6_E1_177.22,MYF6,1128,1359
MYF6_E1_177.27,MYF6,292,320
MYF6_E1_177.28,MYF6,323,286
MYF6_E1_177.6,MYF6,1049,1111
MYNN_E3_151.8,MYNN,1263,1128
MYNN_E4_160.4,MYNN,1985,2187
MYNN_E5_179.10,MYNN,2620,3280
MYNN_E5_179.2,MYNN,1100,487
MYNN_E5_179.3,MYNN,1198,649
MYNN_E7_83.0,MYNN,1138,1316
MYOD1_E1_171.10,MYOD1,949,750
MYOD1_E1_171.20,MYOD1,435,330
MYOD1_E1_171.5,MYOD1,2233,2226
MYOD1_E1_171.6,MYOD1,2476,2401
MYOD1_E1_171.7,MYOD1,936,1111
MYOD1_E1_171.9,MYOD1,1386,1066
MYOG_E1_177.1,MYOG,1124,941
MYOG_E1_177.10,MYOG,81,26
MYOG_E1_177.11,MYOG,656,544
MYOG_E1_177.13,MYOG,961,847
MYOG_E1_177.25,MYOG,1882,1530
MYOG_E1_177.9,MYOG,1281,1427
MYRF_E10_111.6,MYRF,2461,2788
MYRF_E11_91.6,MYRF,492,144
MYRF_E8_135.14,MYRF,1268,911
MYRF_E8_135.4,MYRF,698,838
MYRF_E8_135.5,MYRF,1012,1075
MYRF_E9_77.4,MYRF,380,365
MYSM1_E6_42.0,MYSM1,1451,1502
MYSM1_E6_42.1,MYSM1,2081,1875
MYSM1_E7_90.0,MYSM1,3223,3766
MYSM1_E7_90.1,MYSM1,3808,3348
MYSM1_E7_90.2,MYSM1,1822,1603
MYSM1_E7_90.3,MYSM1,3761,4997
MYT1_E10_114.1,MYT1,2046,1798
MYT1_E11_215.11,MYT1,428,646
MYT1_E12_125.0,MYT1,852,593
MYT1_E14_155.7,MYT1,1498,868
MYT1_E19_222.6,MYT1,1627,1732
MYT1_E6_248.19,MYT1,1682,1676
MYT1_E7_894.75,MYT1,1027,976
MYT1_E8_135.17,MYT1,582,344
MYT1L_E10_978.92,MYT1L,1665,1584
MYT1L_E10_978.93,MYT1L,1354,1075
MYT1L_E11_135.12,MYT1L,590,647
MYT1L_E14_215.20,MYT1L,723,542
MYT1L_E14_215.21,MYT1L,1282,1162
MYT1L_E15_251.5,MYT1L,1691,1516
MYT1L_E17_122.5,MYT1L,921,646
MYT1L_E21_222.24,MYT1L,733,560
MZF1_E6_1122.123,MZF1,752,763
MZF1_E6_1122.145,MZF1,850,308
MZF1_E6_1122.17,MZF1,712,633
MZF1_E6_1122.177,MZF1,741,396
MZF1_E6_1122.23,MZF1,223,74
MZF1_E6_1122.81,MZF1,885,611
NANOG_E2_195.0,NANOG,2458,3146
NANOG_E2_195.13,NANOG,1061,933
NANOG_E2_195.14,NANOG,814,1007
NANOG_E2_195.4,NANOG,887,753
NANOG_E2_195.5,NANOG,1797,1170
NANOG_E3_87.3,NANOG,2105,1856
NCOR1_E13_55.2,NCOR1,3622,4093
NCOR1_E14_102.4,NCOR1,3075,3701
NCOR1_E16_218.25,NCOR1,1668,1541
NCOR1_E16_218.8,NCOR1,1927,2181
NCOR1_E16_218.9,NCOR1,2180,3255
NCOR1_E17_63.3,NCOR1,3789,3468
NCOR1_E18_95.0,NCOR1,2017,2273
NCOR1_E18_95.1,NCOR1,1811,1874
NCOR2_E14_55.3,NCOR2,1184,1674
NCOR2_E15_42.0,NCOR2,3947,4670
NCOR2_E19_95.0,NCOR2,2256,2845
NCOR2_E19_95.3,NCOR2,303,689
NCOR2_E19_95.4,NCOR2,1388,1303
NCOR2_E19_95.5,NCOR2,543,671
NEUROD1_E2_177.0,NEUROD1,546,422
NEUROD1_E2_177.1,NEUROD1,1320,1793
NEUROD1_E2_177.15,NEUROD1,1055,1047
NEUROD1_E2_177.16,NEUROD1,544,556
NEUROD1_E2_177.4,NEUROD1,1886,2217
NEUROD1_E2_177.5,NEUROD1,591,708
NEUROD2_E2_180.0,NEUROD2,428,695
NEUROD2_E2_180.1,NEUROD2,623,504
NEUROD2_E2_180.18,NEUROD2,1051,829
NEUROD2_E2_180.19,NEUROD2,1238,1249
NEUROD2_E2_180.7,NEUROD2,395,409
NEUROD2_E2_180.8,NEUROD2,723,834
NEUROD2_E2_393.47,NEUROD2,287,365
NEUROD4_E2_171.1,NEUROD4,1855,2003
NEUROD4_E2_171.15,NEUROD4,992,1305
NEUROD4_E2_171.16,NEUROD4,1826,2373
NEUROD4_E2_171.18,NEUROD4,202,150
NEUROD4_E2_171.2,NEUROD4,1986,2619
NEUROD4_E2_171.21,NEUROD4,805,536
NEUROD6_E2_171.0,NEUROD6,372,241
NEUROD6_E2_171.1,NEUROD6,939,649
NEUROD6_E2_171.15,NEUROD6,1084,1224
NEUROD6_E2_171.3,NEUROD6,401,865
NEUROD6_E2_360.0,NEUROD6,1319,1471
NEUROD6_E2_360.4,NEUROD6,1455,1716
NEUROG1_E1_180.0,NEUROG1,1881,1884
NEUROG1_E1_180.1,NEUROG1,1060,1176
NEUROG1_E1_180.10,NEUROG1,227,216
NEUROG1_E1_180.12,NEUROG1,1065,1084
NEUROG1_E1_180.16,NEUROG1,700,676
NEUROG1_E1_180.17,NEUROG1,820,836
NEUROG2_E2_180.1,NEUROG2,986,661
NEUROG2_E2_180.16,NEUROG2,1134,1271
NEUROG2_E2_180.18,NEUROG2,1036,634
NEUROG2_E2_180.20,NEUROG2,663,638
NEUROG2_E2_180.21,NEUROG2,500,476
NEUROG2_E2_180.8,NEUROG2,844,1298
NEUROG3_E2_180.1,NEUROG3,1258,1340
NEUROG3_E2_180.10,NEUROG3,873,709
NEUROG3_E2_180.17,NEUROG3,1029,1232
NEUROG3_E2_180.18,NEUROG3,448,715
NEUROG3_E2_180.8,NEUROG3,362,414
NEUROG3_E2_180.9,NEUROG3,646,519
NFAT5_E6_114.1,NFAT5,685,590
NFAT5_E6_114.2,NFAT5,978,499
NFAT5_E6_114.7,NFAT5,896,259
NFAT5_E7_191.13,NFAT5,348,92
NFAT5_E7_191.2,NFAT5,1264,1074
NFAT5_E8_173.3,NFAT5,586,587
NFATC1_E4_203.25,NFATC1,563,642
NFATC1_E4_203.4,NFATC1,1209,1041
NFATC1_E4_203.5,NFATC1,3674,3523
NFATC1_E5_173.1,NFATC1,2489,2198
NFATC1_E5_173.20,NFATC1,855,1171
NFATC1_E5_173.9,NFATC1,938,1135
NFATC2_E4_203.27,NFATC2,1250,1295
NFATC2_E4_203.5,NFATC2,3086,2369
NFATC2_E4_203.6,NFATC2,2402,2673
NFATC2_E5_173.0,NFATC2,653,492
NFATC2_E5_173.1,NFATC2,1562,1780
NFATC2_E5_173.3,NFATC2,1027,1338
NFATC3_E4_200.10,NFATC3,1452,1245
NFATC3_E4_200.13,NFATC3,1353,1102
NFATC3_E4_200.2,NFATC3,2323,2732
NFATC3_E4_200.3,NFATC3,2009,1680
NFATC3_E4_200.4,NFATC3,3125,2552
NFATC3_E4_200.5,NFATC3,1528,1683
NFATC4_E4_141.10,NFATC4,924,844
NFATC4_E4_141.11,NFATC4,698,665
NFATC4_E4_141.9,NFATC4,813,1120
NFATC4_E5_200.4,NFATC4,2253,1623
NFATC4_E5_200.8,NFATC4,878,1038
NFATC4_E6_173.17,NFATC4,1299,1079
NFATC4_E6_173.8,NFATC4,301,539
NFE2_E4_297.4,NFE2,1216,816
NFE2_E4_297.41,NFE2,871,916
NFE2_E4_297.42,NFE2,386,501
NFE2_E4_297.43,NFE2,130,215
NFE2_E4_297.5,NFE2,1536,1213
NFE2_E4_297.6,NFE2,724,621
NFE2L1_E6_204.1,NFE2L1,593,210
NFE2L1_E6_204.2,NFE2L1,570,396
NFE2L1_E6_204.26,NFE2L1,585,337
NFE2L1_E6_204.27,NFE2L1,440,470
NFE2L1_E6_204.3,NFE2L1,690,487
NFE2L1_E6_204.6,NFE2L1,510,356
NFE2L2_E5_183.0,NFE2L2,1331,1813
NFE2L2_E5_183.1,NFE2L2,1556,511
NFE2L2_E5_183.2,NFE2L2,526,647
NFE2L2_E5_183.3,NFE2L2,949,1413
NFE2L2_E5_183.4,NFE2L2,1073,974
NFE2L3_E4_135.0,NFE2L3,1720,1765
NFE2L3_E4_135.1,NFE2L3,1253,1222
NFE2L3_E4_135.2,NFE2L3,2084,2553
NFE2L3_E4_135.3,NFE2L3,1101,923
NFE2L3_E4_135.4,NFE2L3,1424,917
NFIA_E10_92.6,NFIA,1870,2469
NFIA_E10_92.8,NFIA,1250,1608
NFIA_E10_92.9,NFIA,774,921
NFIA_E2_111.4,NFIA,984,719
NFIA_E6_128.20,NFIA,1175,1239
NFIA_E8_179.16,NFIA,1373,1451
NFIA_E9_166.6,NFIA,3182,3375
NFIB_E10_83.6,NFIB,1503,1403
NFIB_E2_111.3,NFIB,729,1011
NFIB_E5_121.5,NFIB,1980,1968
NFIB_E6_119.3,NFIB,2482,3013
NFIB_E7_135.2,NFIB,1326,1608
NFIB_E8_185.12,NFIB,1067,1101
NFIB_E9_139.1,NFIB,1861,1608
NFIC_E10_86.16,NFIC,522,311
NFIC_E2_111.1,NFIC,1341,1415
NFIC_E4_61.2,NFIC,859,653
NFIC_E4_61.3,NFIC,1079,959
NFIC_E5_124.15,NFIC,982,1436
NFIC_E6_125.0,NFIC,196,109
NFIC_E6_125.15,NFIC,952,1445
NFIC_E8_185.32,NFIC,1312,1389
NFIL3_E2_156.2,NFIL3,1117,1403
NFIL3_E2_156.3,NFIL3,1150,1353
NFIL3_E2_156.4,NFIL3,1765,2535
NFIL3_E2_156.5,NFIL3,2628,2202
NFIL3_E2_156.6,NFIL3,1601,1492
NFIL3_E2_156.7,NFIL3,741,856
NFIX_E10_92.7,NFIX,2593,2193
NFIX_E10_92.9,NFIX,795,714
NFIX_E2_111.11,NFIX,923,1017
NFIX_E5_121.12,NFIX,1200,821
NFIX_E6_137.3,NFIX,739,724
NFIX_E8_176.20,NFIX,563,299
NFIX_E9_148.27,NFIX,1806,2130
NFIX_E9_148.7,NFIX,692,469
NFKB1_E5_99.3,NFKB1,2170,2770
NFKB1_E7_164.2,NFKB1,1094,1000
NFKB1_E7_164.3,NFKB1,1932,2043
NFKB1_E7_164.4,NFKB1,1543,1388
NFKB1_E8_159.11,NFKB1,310,459
NFKB1_E8_159.13,NFKB1,2255,2362
NFKB1_E8_159.9,NFKB1,1580,1838
NFKB2_E4_33.0,NFKB2,1921,1417
NFKB2_E4_33.2,NFKB2,1251,1257
NFKB2_E5_99.0,NFKB2,1967,1955
NFKB2_E6_152.0,NFKB2,435,511
NFKB2_E6_152.11,NFKB2,341,342
NFKB2_E6_152.22,NFKB2,1215,1257
NFKB2_E7_107.6,NFKB2,623,633
NFX1_E10_98.3,NFX1,2290,2721
NFX1_E14_120.10,NFX1,2165,2246
NFX1_E8_100.1,NFX1,1951,1699
NFX1_E9_218.30,NFX1,2056,2458
NFXL1_E10_125.2,NFXL1,2634,3167
NFXL1_E13_121.8,NFXL1,3860,4235
NFXL1_E14_160.6,NFXL1,689,1045
NFXL1_E18_167.14,NFXL1,2192,2154
NFXL1_E9_115.3,NFXL1,2871,2906
NFXL1_E9_115.4,NFXL1,1667,1145
NFYA_E8_105.10,NFYA,1740,477
NFYA_E8_105.12,NFYA,2511,1946
NFYA_E8_105.2,NFYA,1835,973
NFYA_E9_66.0,NFYA,1096,377
NFYA_E9_66.5,NFYA,3944,1798
NFYA_E9_66.7,NFYA,1533,975
NFYB_E3_94.1,NFYB,880,674
NFYB_E4_75.0,NFYB,2786,1737
NFYB_E4_75.1,NFYB,1093,927
NFYB_E4_75.4,NFYB,1582,1337
NFYB_E5_195.4,NFYB,3280,2206
NFYB_E7_80.2,NFYB,2437,3707
NFYC_E3_57.1,NFYC,2241,2048
NFYC_E3_57.2,NFYC,2167,1443
NFYC_E4_114.0,NFYC,1316,778
NFYC_E4_114.1,NFYC,992,735
NFYC_E4_114.3,NFYC,683,285
NFYC_E4_114.7,NFYC,1001,523
NHLH1_E2_171.0,NHLH1,574,829
NHLH1_E2_171.1,NHLH1,862,1069
NHLH1_E2_171.13,NHLH1,630,925
NHLH1_E2_171.17,NHLH1,631,713
NHLH1_E2_171.18,NHLH1,272,237
NHLH1_E2_171.19,NHLH1,815,451
NHLH2_E3_162.0,NHLH2,1099,1252
NHLH2_E3_162.16,NHLH2,951,969
NHLH2_E3_162.19,NHLH2,149,92
NHLH2_E3_162.20,NHLH2,910,972
NHLH2_E3_162.21,NHLH2,297,290
NHLH2_E3_162.23,NHLH2,468,373
NKX1_1_E2_177.1,NKX1,711,980
NKX1_1_E2_177.10,NKX1,777,721
NKX1_1_E2_177.15,NKX1,1592,1418
NKX1_1_E2_177.16,NKX1,848,1088
NKX1_1_E2_177.3,NKX1,1771,1893
NKX1_1_E2_177.4,NKX1,1126,895
NKX1_2_E2_177.0,NKX1,1039,1034
NKX1_2_E2_177.11,NKX1,2167,2307
NKX1_2_E2_177.14,NKX1,850,668
NKX1_2_E2_177.15,NKX1,629,464
NKX1_2_E2_177.16,NKX1,1645,2122
NKX1_2_E2_177.19,NKX1,1344,1498
NKX2_1_E3_174.0,NKX2,394,407
NKX2_1_E3_174.17,NKX2,175,229
NKX2_1_E3_174.2,NKX2,1535,1305
NKX2_1_E3_174.4,NKX2,647,598
NKX2_1_E3_174.8,NKX2,1132,1256
NKX2_1_E3_174.9,NKX2,701,574
NKX2_2_E2_171.1,NKX2,700,516
NKX2_2_E2_171.17,NKX2,359,421
NKX2_2_E2_171.18,NKX2,556,531
NKX2_2_E2_171.20,NKX2,566,435
NKX2_2_E2_171.21,NKX2,1000,1038
NKX2_2_E2_171.6,NKX2,851,866
NKX2_3_E2_177.14,NKX2,660,898
NKX2_3_E2_177.15,NKX2,176,65
NKX2_3_E2_177.16,NKX2,474,598
NKX2_3_E2_177.17,NKX2,743,1088
NKX2_3_E2_177.2,NKX2,493,601
NKX2_3_E2_177.9,NKX2,738,768
NKX2_4_E2_174.0,NKX2,288,554
NKX2_4_E2_174.10,NKX2,1672,1799
NKX2_4_E2_174.11,NKX2,888,732
NKX2_4_E2_174.2,NKX2,209,128
NKX2_4_E2_174.20,NKX2,244,123
NKX2_4_E2_174.21,NKX2,308,429
NKX2_5_E2_159.15,NKX2,527,586
NKX2_5_E2_159.16,NKX2,178,498
NKX2_5_E2_159.17,NKX2,836,805
NKX2_5_E2_159.18,NKX2,525,324
NKX2_5_E2_159.19,NKX2,262,226
NKX2_5_E2_159.4,NKX2,222,184
NKX2_6_E2_177.0,NKX2,628,550
NKX2_6_E2_177.1,NKX2,317,288
NKX2_6_E2_177.10,NKX2,1046,1076
NKX2_6_E2_177.17,NKX2,1013,919
NKX2_6_E2_177.18,NKX2,768,1307
NKX2_6_E2_177.19,NKX2,901,638
NKX2_8_E2_171.1,NKX2,659,1044
NKX2_8_E2_171.13,NKX2,343,459
NKX2_8_E2_171.16,NKX2,349,464
NKX2_8_E2_171.6,NKX2,784,800
NKX2_8_E2_171.7,NKX2,274,393
NKX2_8_E2_171.9,NKX2,1122,1232
NKX3_1_E2_177.1,NKX3,1106,751
NKX3_1_E2_177.17,NKX3,661,775
NKX3_1_E2_177.20,NKX3,329,306
NKX3_1_E2_177.21,NKX3,874,984
NKX3_1_E2_177.5,NKX3,1157,997
NKX3_1_E2_177.9,NKX3,909,926
NKX3_2_E2_177.1,NKX3,166,375
NKX3_2_E2_177.11,NKX3,338,548
NKX3_2_E2_177.12,NKX3,1230,1894
NKX3_2_E2_177.21,NKX3,276,293
NKX3_2_E2_177.7,NKX3,758,769
NKX3_2_E2_177.9,NKX3,1163,993
NKX6_1_E2_135.10,NKX6,1445,1658
NKX6_1_E2_135.11,NKX6,1713,1830
NKX6_1_E2_135.6,NKX6,893,677
NKX6_1_E2_135.7,NKX6,1019,1030
NKX6_1_E2_135.8,NKX6,233,191
NKX6_1_E2_135.9,NKX6,1171,1080
NKX6_1_E3_42.3,NKX6,978,714
NKX6_2_E2_135.0,NKX6,976,1265
NKX6_2_E2_135.11,NKX6,211,386
NKX6_2_E2_135.2,NKX6,232,118
NKX6_2_E2_135.7,NKX6,522,498
NKX6_2_E2_135.8,NKX6,390,671
NKX6_3_E2_42.3,NKX6,822,658
NOBOX_E5_203.1,NOBOX,459,789
NOBOX_E5_203.2,NOBOX,970,1039
NOBOX_E5_203.21,NOBOX,1409,1933
NOBOX_E5_203.26,NOBOX,1192,1214
NOBOX_E5_203.28,NOBOX,219,300
NOBOX_E5_203.29,NOBOX,1262,721
NOTO_E2_129.0,NOTO,2802,2155
NOTO_E2_129.1,NOTO,1409,1695
NOTO_E2_129.11,NOTO,1396,1193
NOTO_E2_129.9,NOTO,1231,1332
NOTO_E3_48.2,NOTO,1466,1359
NOTO_E3_48.3,NOTO,457,673
NPAS1_E2_156.0,NPAS1,966,534
NPAS1_E2_156.1,NPAS1,274,373
NPAS1_E2_156.10,NPAS1,900,1002
NPAS1_E2_156.20,NPAS1,500,541
NPAS1_E2_156.21,NPAS1,277,348
NPAS1_E2_156.6,NPAS1,553,390
NPAS2_E3_149.10,NPAS2,681,862
NPAS2_E3_149.11,NPAS2,2454,2463
NPAS2_E3_149.3,NPAS2,735,695
NPAS2_E3_149.4,NPAS2,476,409
NPAS2_E3_149.5,NPAS2,1258,738
NPAS2_E3_149.9,NPAS2,1231,967
NPAS3_E3_174.0,NPAS3,954,941
NPAS3_E3_174.10,NPAS3,1209,973
NPAS3_E3_174.2,NPAS3,293,406
NPAS3_E3_174.7,NPAS3,1317,1562
NPAS3_E3_174.8,NPAS3,1971,2500
NPAS3_E3_174.9,NPAS3,1097,1046
NPAS4_E6_362.12,NPAS4,1370,1361
NPAS4_E6_362.13,NPAS4,859,949
NPAS4_E6_362.39,NPAS4,1041,1251
NPAS4_E6_362.4,NPAS4,576,652
NPAS4_E6_362.40,NPAS4,381,231
NPAS4_E6_362.8,NPAS4,363,401
NR0B1_E1_386.20,NR0B1,1024,1120
NR0B1_E1_386.44,NR0B1,205,178
NR0B1_E1_386.58,NR0B1,1134,1167
NR0B1_E1_386.68,NR0B1,1263,1486
NR0B1_E2_220.4,NR0B1,2591,2565
NR0B1_E2_220.5,NR0B1,2079,2193
NR0B2_E1_417.1,NR0B2,1163,1447
NR0B2_E1_417.80,NR0B2,1279,1254
NR0B2_E1_417.81,NR0B2,1371,869
NR0B2_E2_220.14,NR0B2,1755,1806
NR0B2_E2_220.23,NR0B2,773,695
NR0B2_E2_220.24,NR0B2,778,678
NR1D1_E3_89.6,NR1D1,1195,1305
NR1D1_E3_89.7,NR1D1,1083,1175
NR1D1_E3_89.8,NR1D1,949,1002
NR1D1_E4_145.5,NR1D1,792,408
NR1D1_E4_145.6,NR1D1,407,400
NR1D1_E5_248.53,NR1D1,2213,2033
NR1D2_E3_81.6,NR1D2,1633,1767
NR1H2_E5_274.13,NR1H2,1151,1617
NR1H2_E5_274.14,NR1H2,593,407
NR1H2_E5_274.35,NR1H2,425,414
NR1H2_E5_274.52,NR1H2,705,338
NR1H2_E5_274.9,NR1H2,1732,1775
NR1H3_E4_267.17,NR1H3,988,1001
NR1H3_E4_267.21,NR1H3,656,754
NR1H3_E4_267.23,NR1H3,605,291
NR1H3_E4_267.29,NR1H3,1252,1514
NR1H3_E4_267.30,NR1H3,1007,686
NR1H3_E4_267.7,NR1H3,1583,1557
NR1H3_E5_35.0,NR1H3,1715,1839
Nr1h4_E2_76.5,Nr1h4,1027,1678
Nr1h4_E2_76.7,Nr1h4,2967,3226
Nr1h4_E2_76.8,Nr1h4,1876,2019
Nr1h4_E3_153.14,Nr1h4,784,810
Nr1h4_E3_153.16,Nr1h4,1,1
Nr1h4_E3_153.5,Nr1h4,1,1
NR1I2_E3_134.0,NR1I2,553,570
NR1I2_E3_134.18,NR1I2,247,89
NR1I2_E3_134.23,NR1I2,985,1339
NR1I2_E3_134.27,NR1I2,1717,1320
NR1I2_E4_50.0,NR1I2,944,1474
NR1I2_E4_50.1,NR1I2,992,908
NR1I3_E2_77.0,NR1I3,1564,1843
NR1I3_E2_77.1,NR1I3,1622,1900
NR1I3_E2_77.5,NR1I3,2447,2089
NR1I3_E2_77.6,NR1I3,1036,1174
NR1I3_E3_131.4,NR1I3,1863,1841
NR1I3_E3_131.6,NR1I3,2659,2169
NR2C1_E5_180.3,NR2C1,742,768
NR2C1_E5_180.4,NR2C1,1239,1687
NR2C1_E5_180.5,NR2C1,1364,1660
NR2C1_E5_180.6,NR2C1,1435,1749
NR2C1_E5_180.7,NR2C1,298,495
NR2C1_E5_180.8,NR2C1,348,474
NR2C2_E6_180.11,NR2C2,974,895
NR2C2_E6_180.12,NR2C2,646,803
NR2C2_E6_180.15,NR2C2,2159,2283
NR2C2_E6_180.16,NR2C2,1931,1405
NR2C2_E6_180.6,NR2C2,647,613
NR2C2_E7_38.0,NR2C2,1229,1652
NR2E1_E2_146.1,NR2E1,622,667
NR2E1_E2_146.15,NR2E1,1487,2126
NR2E1_E2_146.17,NR2E1,1241,1489
NR2E1_E2_146.3,NR2E1,727,583
NR2E1_E2_146.6,NR2E1,1186,1351
NR2E1_E2_146.7,NR2E1,1953,2191
NR2E3_E2_127.0,NR2E3,935,816
NR2E3_E2_127.12,NR2E3,1459,1424
NR2E3_E2_127.8,NR2E3,1223,1492
NR2E3_E2_127.9,NR2E3,842,288
NR2E3_E3_104.11,NR2E3,1314,1862
NR2E3_E4_41.2,NR2E3,724,1042
NR2F1_E1_208.2,NR2F1,1504,1876
NR2F1_E1_208.21,NR2F1,1252,755
NR2F1_E1_208.25,NR2F1,1020,984
NR2F1_E1_208.3,NR2F1,1104,880
NR2F1_E1_208.5,NR2F1,406,372
NR2F1_E1_208.6,NR2F1,1918,2056
NR2F2_E1_208.19,NR2F2,1806,1547
NR2F2_E1_208.2,NR2F2,740,1185
NR2F2_E1_208.24,NR2F2,1884,1922
NR2F2_E1_208.3,NR2F2,594,442
NR2F2_E1_208.5,NR2F2,601,364
