Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nCPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nCPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific pTPM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cutaneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
SNRPG	Sm-G	ENSG00000143977	"Small nuclear ribonucleoprotein polypeptide G"	P62308	2	70281362-70293740	"Essential proteins, Predicted intracellular proteins"	"mRNA processing, mRNA splicing"	"Ribonucleoprotein, RNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Cytotrophoblasts: 670.2;Extravillous trophoblasts: 802.3;Migrating cytotrophoblasts: 786.3"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Stomach - Mitotic cells (Stomach)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA064152, HPA067814"	Supported		Approved	Nucleoplasm			NA	NA		52000	"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 76: Non-specific - Metabolism"	"Cluster 55: Non-specific - Transcription"	"Cluster 26: Non-specific - Mitochondria & RNA binding"	"Cluster 27: Non-specific - Cell proliferation"	52	Nucleoplasm		"HPA064152: , HPA067814: "	"unprognostic (1.12e-2)"	"unprognostic (8.75e-3)"	"unprognostic (3.52e-1)"	"unprognostic (1.07e-3)"	"unprognostic (7.62e-2)"	"unprognostic (2.60e-1)"	"unprognostic (3.12e-1)"	"unprognostic (4.05e-1)"	"potential prognostic unfavorable (4.99e-4)"	"unprognostic (8.43e-3)"	"unprognostic (1.93e-2)"	"unprognostic (1.91e-2)"	"unprognostic (2.55e-1)"	"validated prognostic unfavorable (6.06e-5)"	"validated prognostic unfavorable (2.29e-7)"	"potential prognostic unfavorable (2.19e-4)"	"unprognostic (2.41e-1)"	"unprognostic (5.05e-3)"	"unprognostic (1.20e-1)"	"unprognostic (1.10e-1)"	"unprognostic (3.33e-1)"	"unprognostic (1.98e-3)"	"unprognostic (1.09e-2)"	"unprognostic (3.44e-2)"	"unprognostic (1.62e-1)"	"unprognostic (1.35e-1)"	"unprognostic (2.80e-3)"	"unprognostic (2.88e-1)"	"unprognostic (1.84e-1)"	"unprognostic (3.30e-1)"	"unprognostic (2.09e-1)"
SNTB1	"59-DAP, A1B, BSYN2, SNT2, SNT2B1, TIP-43"	ENSG00000172164	"Syntrophin beta 1"	Q13884	8	120535745-120813273	"Plasma proteins, Predicted intracellular proteins"		"Actin-binding, Calmodulin-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 83.5"	"Cell type enhanced"	"Detected in many"		"Adrenal cortex cells: 1124.2;Choroid plexus epithelial cells: 1499.8;Mucous neck cells: 469.6;Renal collecting duct intercalated cells: 1008.9;Salivary ionocytes: 918.1"	"Cell type enhanced"	"Detected in many"		"choroid plexus epithelial cell: 1039.1;pericyte: 772.3"	"Cancer enhanced"	"Detected in all"		"Kidney Chromophobe (TCGA): 99.6"	"Region enhanced"	"Detected in all"		"choroid plexus: 87.1"	"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Adrenal gland - Adrenal cortex cells, Heart muscle - Fibroblasts, Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA024659	Uncertain						NA	NA		5100	"Cluster 41: Basophils - Unknown function"	"Cluster 76: Non-specific - Metabolism"	"Cluster 3: Choroid plexus - Cilium"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 72: Macrophages - Phagocytosis & lysosomal degradation"	18			"HPA024659: "	"unprognostic (1.31e-2)"	"unprognostic (1.79e-1)"	"unprognostic (2.19e-1)"	"unprognostic (6.16e-2)"	"unprognostic (1.49e-2)"	"unprognostic (3.12e-2)"	"unprognostic (8.75e-2)"	"unprognostic (1.21e-2)"	"unprognostic (1.33e-1)"	"unprognostic (7.36e-3)"	"unprognostic (4.01e-2)"	"potential prognostic favorable (2.43e-4)"	"potential prognostic unfavorable (2.38e-4)"	"unprognostic (1.75e-1)"	"unprognostic (3.93e-2)"	"potential prognostic favorable (2.35e-4)"	"unprognostic (5.14e-2)"	"unprognostic (8.37e-2)"	"unprognostic (4.25e-1)"	"unprognostic (1.97e-1)"	"unprognostic (1.04e-1)"	"unprognostic (5.14e-2)"	"unprognostic (1.53e-1)"	"unprognostic (3.49e-1)"	"unprognostic (1.38e-1)"	"unprognostic (1.08e-1)"	"unprognostic (2.12e-1)"	"unprognostic (3.17e-2)"	"unprognostic (9.45e-2)"	"unprognostic (3.29e-2)"	"unprognostic (1.25e-1)"
SNX4	ATG24B	ENSG00000114520	"Sorting nexin 4"	O95219	3	125446650-125520202	"Plasma proteins, Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA005709	Uncertain						NA	NA			"Cluster 3: Non-specific - Nuclear processes"	"Cluster 76: Non-specific - Metabolism"	"Cluster 55: Non-specific - Transcription"	"Cluster 63: Non-specific - Protein processing"	"Cluster 7: Non-specific - Transcription"	26			"HPA005709: "	"unprognostic (1.60e-1)"	"unprognostic (1.60e-1)"	"unprognostic (5.96e-2)"	"unprognostic (2.52e-1)"	"unprognostic (6.47e-2)"	"unprognostic (1.99e-1)"	"unprognostic (8.92e-2)"	"unprognostic (7.98e-2)"	"unprognostic (7.58e-2)"	"unprognostic (9.19e-2)"	"potential prognostic favorable (1.90e-8)"	"unprognostic (2.65e-1)"	"unprognostic (1.08e-1)"	"unprognostic (2.94e-3)"	"unprognostic (2.80e-2)"	"unprognostic (2.87e-1)"	"unprognostic (1.59e-1)"	"unprognostic (1.66e-1)"	"unprognostic (2.45e-1)"	"unprognostic (2.37e-2)"	"potential prognostic unfavorable (1.28e-4)"	"unprognostic (1.81e-1)"	"unprognostic (2.07e-1)"	"unprognostic (1.12e-1)"	"unprognostic (8.70e-2)"	"potential prognostic unfavorable (8.10e-4)"	"unprognostic (8.83e-2)"	"unprognostic (2.92e-2)"	"unprognostic (1.75e-1)"	"unprognostic (1.53e-3)"	"unprognostic (3.32e-2)"
SOCS6	"CIS4, Cish4, HSPC060, SOCS4, SSI4, STAI4, STATI4"	ENSG00000170677	"Suppressor of cytokine signaling 6"	O14544	18	70289045-70330199	"Predicted intracellular proteins"	"Growth regulation, Ubl conjugation pathway"	"Signal transduction inhibitor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enriched"	"Detected in many"	4	"Microglia: 554.2"	"Cell type enriched"	"Detected in all"	11	"central nervous system macrophage: 633.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"classical monocyte: 3.6;myeloid DC: 3.9"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Spleen - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			CAB010189	Approved		Approved	"Nuclear speckles,Cytosol"			NA	NA			"Cluster 29: Non-specific - Unknown function"	"Cluster 76: Non-specific - Metabolism"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 74: Microglia - Neuroimmunity & neuroinflammation"	98	"Nuclear speckles"	Cytosol	"CAB010189: "	"unprognostic (7.17e-2)"	"unprognostic (3.26e-3)"	"unprognostic (2.75e-1)"	"unprognostic (3.78e-3)"	"unprognostic (5.82e-3)"	"unprognostic (2.06e-1)"	"unprognostic (1.61e-1)"	"unprognostic (7.38e-2)"	"unprognostic (2.93e-1)"	"unprognostic (8.24e-2)"	"validated prognostic favorable (2.53e-9)"	"validated prognostic favorable (1.68e-4)"	"unprognostic (3.62e-2)"	"unprognostic (4.85e-2)"	"unprognostic (8.20e-2)"	"unprognostic (1.56e-2)"	"unprognostic (1.12e-1)"	"unprognostic (7.66e-2)"	"unprognostic (2.88e-2)"	"unprognostic (2.27e-1)"	"unprognostic (5.50e-2)"	"unprognostic (2.97e-3)"	"unprognostic (1.76e-1)"	"unprognostic (1.28e-1)"	"unprognostic (5.90e-3)"	"unprognostic (1.80e-2)"	"unprognostic (9.98e-3)"	"unprognostic (2.29e-1)"	"unprognostic (4.17e-1)"	"unprognostic (5.57e-3)"	"unprognostic (1.02e-1)"
SOD1	"ALS, ALS1, IPOA"	ENSG00000142168	"Superoxide dismutase 1"	P00441	21	31659666-31668931	"Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"		"Antioxidant, Oxidoreductase"	"Amyotrophic lateral sclerosis, Cancer-related genes, Disease variant, Neurodegeneration"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 1537.1"	"Cell type enhanced"	"Detected in all"		"Gastric progenitor cells: 1937.9;Hepatocytes: 3764.4;Late spermatids: 1476.3;Oocytes: 1662.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA001401, CAB008670"	Enhanced		Enhanced	Nucleoplasm,Cytosol			NA	NA		52000000	"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 76: Non-specific - Metabolism"	"Cluster 27: Non-specific - Mixed function"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 93: Hepatocytes - Bile production & excretion"	119	Nucleoplasm	Cytosol	"CAB008670: , HPA001401: "	"unprognostic (1.06e-1)"	"unprognostic (2.88e-3)"	"unprognostic (9.12e-2)"	"unprognostic (3.54e-3)"	"unprognostic (2.55e-1)"	"unprognostic (2.74e-2)"	"unprognostic (4.06e-2)"	"unprognostic (1.42e-1)"	"unprognostic (3.08e-3)"	"unprognostic (1.63e-1)"	"unprognostic (1.33e-2)"	"unprognostic (1.96e-1)"	"unprognostic (1.54e-3)"	"unprognostic (1.04e-1)"	"unprognostic (2.05e-2)"	"unprognostic (4.03e-3)"	"unprognostic (3.70e-2)"	"unprognostic (6.53e-3)"	"unprognostic (4.46e-2)"	"unprognostic (2.05e-1)"	"unprognostic (1.03e-1)"	"unprognostic (1.05e-1)"	"unprognostic (1.53e-3)"	"unprognostic (1.46e-1)"	"unprognostic (1.98e-2)"	"unprognostic (9.22e-2)"	"unprognostic (3.10e-1)"	"unprognostic (2.70e-2)"	"unprognostic (1.22e-2)"	"unprognostic (4.18e-2)"	"unprognostic (1.07e-1)"
SOWAHB	ANKRD56	ENSG00000186212	"Sosondowah ankyrin repeat domain family member B"	A6NEL2	4	76894152-76898144	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"liver: 17.9"	"Cell type enhanced"	"Detected in many"		"Colonocytes: 14.1;Endometrial ciliated cells: 9.7;Enterocytes: 9.9;Esophageal apical cells: 29.2;Esophageal suprabasal cells: 11.4;Hepatocytes: 23.4;Urothelial cells: 49.1"	"Cell type enhanced"	"Detected in some"		"deep-layer near-projecting: 5.8"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 8.9"	"Breast - Breast glandular cells, Colon - Colon enterocytes, Liver - Hepatocytes, Lung - Alveolar cells type 2, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"HPA036809, HPA036810"	Approved		Approved	"Nucleoli fibrillar center"			NA	NA				"Cluster 76: Non-specific - Metabolism"	"Cluster 53: Neurons - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 69: Urothelial cells - Basic cellular functions"	2	"Nucleoli fibrillar center"		"HPA036809: , HPA036810: "	"unprognostic (1.04e-2)"	"unprognostic (2.57e-1)"		"unprognostic (1.31e-1)"	"unprognostic (3.37e-2)"	"unprognostic (1.89e-2)"			"unprognostic (8.77e-3)"	"unprognostic (2.40e-1)"	"validated prognostic favorable (5.88e-15)"	"validated prognostic favorable (8.18e-5)"	"unprognostic (2.79e-2)"	"unprognostic (1.94e-2)"		"unprognostic (4.41e-2)"	"unprognostic (7.65e-2)"	"unprognostic (7.13e-2)"	"unprognostic (1.31e-1)"	"unprognostic (4.19e-1)"	"unprognostic (3.33e-1)"	"unprognostic (2.48e-3)"	"unprognostic (1.02e-1)"	"unprognostic (2.45e-1)"	"unprognostic (1.08e-2)"	"unprognostic (5.12e-2)"		"unprognostic (2.13e-1)"		"unprognostic (1.42e-1)"	"unprognostic (1.67e-2)"
SPPL2A	"IMP3, PSL2"	ENSG00000138600	"Signal peptide peptidase like 2A"	Q8TCT8	15	50702266-50765948	"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters"		"Hydrolase, Protease"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Myonuclei: 740.0;Neutrophils: 414.2;Thymic myoid cells: 788.6"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036062, HPA067304"	Enhanced		Supported	Vesicles			NA	NA			"Cluster 25: Non-specific - Unknown function"	"Cluster 76: Non-specific - Metabolism"	"Cluster 8: Immune cells - Immune response"	"Cluster 58: Non-specific - Nuclear processes"	"Cluster 46: Skeletal myocytes - Muscle structure & formation"	2	Vesicles		"HPA036062: , HPA067304: "	"unprognostic (1.56e-1)"	"unprognostic (1.20e-2)"	"unprognostic (6.34e-2)"	"unprognostic (1.00e-1)"	"unprognostic (8.73e-2)"	"unprognostic (5.66e-2)"	"unprognostic (4.29e-1)"	"potential prognostic unfavorable (4.98e-4)"	"unprognostic (1.84e-1)"	"unprognostic (1.71e-2)"	"potential prognostic favorable (3.19e-5)"	"unprognostic (9.27e-2)"	"unprognostic (2.06e-1)"	"unprognostic (1.59e-1)"	"unprognostic (1.08e-1)"	"unprognostic (2.44e-1)"	"unprognostic (6.54e-2)"	"unprognostic (9.89e-2)"	"unprognostic (9.62e-2)"	"unprognostic (9.49e-2)"	"unprognostic (9.30e-2)"	"unprognostic (2.65e-2)"	"unprognostic (1.11e-1)"	"unprognostic (1.69e-1)"	"unprognostic (1.71e-2)"	"unprognostic (4.17e-2)"	"unprognostic (2.82e-2)"	"unprognostic (1.27e-1)"	"unprognostic (6.80e-2)"	"unprognostic (5.89e-2)"	"unprognostic (1.34e-1)"
SPTSSA	"C14orf147, ssSPTa"	ENSG00000165389	"Serine palmitoyltransferase small subunit A"	Q969W0	14	34432788-34462240	"Predicted membrane proteins"	"Lipid metabolism, Sphingolipid metabolism"		"Disease variant, Hereditary spastic paraplegia, Neurodegeneration"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Group enriched"	"Detected in some"	4	"Breast lactating cells: 7.5;Tuft cells: 11.5"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA			"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 76: Non-specific - Metabolism"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 30: Non-specific - Gene expression regulation"	"Cluster 4: Breast lactating luminal cells - Lactation"	6				"unprognostic (9.98e-2)"	"unprognostic (1.04e-1)"		"unprognostic (8.69e-2)"	"unprognostic (1.30e-1)"	"unprognostic (1.93e-2)"	"unprognostic (6.14e-2)"	"unprognostic (1.20e-1)"	"unprognostic (4.71e-3)"	"unprognostic (4.90e-3)"	"unprognostic (3.76e-3)"	"unprognostic (1.36e-1)"	"unprognostic (1.70e-1)"	"unprognostic (1.38e-1)"		"unprognostic (7.87e-2)"	"unprognostic (5.06e-2)"	"unprognostic (1.04e-1)"	"unprognostic (7.25e-2)"	"unprognostic (3.04e-1)"	"unprognostic (7.98e-2)"	"unprognostic (6.84e-3)"	"unprognostic (3.60e-3)"	"unprognostic (3.56e-2)"	"unprognostic (3.74e-1)"	"unprognostic (1.47e-1)"	"unprognostic (9.06e-2)"	"unprognostic (4.53e-2)"	"unprognostic (2.10e-1)"	"unprognostic (9.25e-2)"	"unprognostic (1.78e-1)"
SRP9		ENSG00000143742	"Signal recognition particle 9"	P49458	1	225777813-225790468	"Essential proteins, Predicted intracellular proteins, Transporters"		"Ribonucleoprotein, RNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Esophageal apical cells: 682.9;Parietal cells: 606.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA		5500	"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 76: Non-specific - Metabolism"	"Cluster 21: Non-specific - Metabolism"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 97: Non-specific - Cellular respiration"	267				"unprognostic (1.99e-1)"	"potential prognostic unfavorable (4.99e-4)"	"unprognostic (2.04e-2)"	"unprognostic (3.36e-1)"	"unprognostic (7.44e-3)"	"unprognostic (6.62e-2)"	"unprognostic (1.35e-2)"	"unprognostic (1.30e-1)"	"unprognostic (2.41e-2)"	"unprognostic (3.36e-1)"	"potential prognostic favorable (8.08e-6)"	"unprognostic (1.41e-1)"	"unprognostic (7.97e-2)"	"unprognostic (4.41e-2)"	"unprognostic (1.19e-1)"	"unprognostic (1.11e-2)"	"unprognostic (1.22e-2)"	"unprognostic (2.81e-2)"	"unprognostic (1.21e-1)"	"unprognostic (1.43e-2)"	"unprognostic (1.84e-2)"	"unprognostic (3.72e-2)"	"unprognostic (1.80e-1)"	"unprognostic (1.22e-1)"	"unprognostic (2.30e-1)"	"unprognostic (7.59e-2)"	"unprognostic (4.29e-2)"	"unprognostic (1.63e-1)"	"unprognostic (6.49e-2)"	"unprognostic (9.43e-2)"	"unprognostic (1.44e-1)"
ST3GAL1	"SIAT4A, SIATFL, ST3GalA.1, ST3O"	ENSG00000008513	"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"	Q11201	8	133454848-133571940	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Lipid metabolism"	"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Innate lymphoid cells: 362.9;Myonuclei: 307.1;Neutrophils: 310.9"	"Cell type enhanced"	"Detected in all"		"endothelial cell: 213.5;leukocyte: 214.1"	"Cancer enhanced"	"Detected in all"		"Kidney Chromophobe (TCGA): 88.0"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Kidney - Proximal tubular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA040466	Approved				"Intracellular and membrane"	Enzyme	NA	NA		390000	"Cluster 22: Eosinophils - Transcription"	"Cluster 76: Non-specific - Metabolism"	"Cluster 51: Neurons - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 103: Non-specific - Basic cellular processes"	4			"HPA040466: "	"unprognostic (8.05e-2)"	"unprognostic (3.23e-3)"	"unprognostic (2.04e-1)"	"potential prognostic unfavorable (6.79e-4)"	"unprognostic (4.43e-3)"	"unprognostic (1.42e-1)"	"unprognostic (8.40e-3)"	"unprognostic (3.50e-3)"	"unprognostic (9.78e-2)"	"unprognostic (1.35e-1)"	"potential prognostic favorable (1.47e-4)"	"unprognostic (1.29e-3)"	"unprognostic (1.76e-1)"	"unprognostic (5.59e-2)"	"unprognostic (4.53e-2)"	"unprognostic (2.49e-1)"	"unprognostic (7.69e-2)"	"unprognostic (2.81e-1)"	"unprognostic (5.17e-2)"	"unprognostic (2.59e-2)"	"unprognostic (1.40e-1)"	"unprognostic (1.84e-3)"	"unprognostic (3.61e-3)"	"unprognostic (3.98e-1)"	"unprognostic (2.05e-1)"	"unprognostic (8.67e-2)"	"unprognostic (1.34e-1)"	"unprognostic (4.07e-2)"	"unprognostic (8.14e-2)"	"unprognostic (3.65e-2)"	"unprognostic (1.97e-2)"
